,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100
SAMPLE_56,315,65,0,0,7,0,836,155,0,669,2160,248,0,0,0,6206,196,1017,0,1236,749,0,0,0,38,0,1591,0,0,17,0,0,828,1715,700,578,0,25,0,0,0,80,0,0,0,143,587,278,3753,0,2192,0,129,2018,13,2378,0,0,0,0,1349,306,0,0,0,238,80,0,0,1071,9,277,253,0,0,2122,0,0,0,1548,2265,6920,50,8457,0,110,0,1726,2302,432,780,0,0,1667,0,367,0,0,688,0
SAMPLE_57,0,2259,0,0,0,0,0,108,0,0,2130,805,151,0,0,2424,34,0,0,0,169,0,0,0,8,2798,0,3268,0,1430,0,4,1447,0,387,27,0,633,0,0,0,0,0,0,67,0,179,0,859,0,1459,2249,27,0,949,2162,0,0,2926,152,0,1,92,0,0,0,0,0,0,0,319,315,57,0,0,762,0,0,0,0,1684,2721,450,3288,0,12,0,0,1405,6,794,1,0,752,0,0,0,1450,222,8
SAMPLE_58,0,0,278,0,745,0,0,0,0,0,0,0,144,1960,0,4883,0,1033,0,403,1080,0,0,0,0,0,0,1114,0,0,0,0,1596,0,1549,222,0,0,124,0,1091,0,27,0,0,194,48,793,1715,0,1182,3018,0,0,1364,0,0,0,0,0,0,0,3,0,41,86,0,0,2172,0,0,49,1140,0,1206,313,0,0,0,381,3567,4163,603,2102,0,650,48,1028,0,0,1187,0,0,2196,0,0,0,2999,885,10
SAMPLE_59,0,1144,0,0,89,0,0,95,0,0,1298,1210,344,429,0,0,889,0,605,2273,310,0,254,0,0,0,1648,0,0,909,0,0,222,0,556,272,174,1069,0,0,912,0,0,0,0,3,28,0,5385,346,112,1388,1143,0,2494,1535,0,0,357,0,0,0,0,0,0,685,0,0,0,0,0,450,187,0,0,1419,0,0,0,0,276,7626,0,0,0,0,0,0,0,0,1,0,0,635,0,1677,0,296,204,0
SAMPLE_60,0,195,0,0,167,0,0,7,0,0,1806,0,305,0,0,793,0,0,0,126,373,0,0,0,2,0,195,1842,0,0,0,0,0,3023,4,21,0,200,0,0,0,0,0,1771,234,13,0,0,0,2349,99,333,0,0,310,4589,0,0,3789,0,0,31,782,263,116,15,0,10,365,160,133,1206,134,0,0,0,0,0,0,251,188,652,273,818,0,2157,0,2,0,0,0,30,0,4561,0,0,0,0,1536,0
SAMPLE_61,0,1961,35,72,0,0,0,879,0,0,123,74,21,17,0,2026,0,95,0,896,1222,0,0,0,0,0,0,2636,124,1622,0,0,246,0,0,1075,21,0,0,0,0,0,113,0,0,0,509,1273,0,692,1153,2276,0,0,3630,153,557,0,0,0,0,17,28,0,0,309,14,0,0,0,0,120,1881,0,0,1813,0,371,0,0,1826,2344,0,2877,0,0,0,0,0,2,17,1978,0,48,2606,1672,0,42,39,0
SAMPLE_62,0,112,0,0,21,0,1692,651,8,0,0,0,0,470,0,2690,406,234,1825,192,164,0,41,85,0,63,0,2170,40,0,0,0,226,575,849,0,1260,0,0,0,7,0,0,0,0,15,0,0,2128,0,48,767,0,579,335,190,0,0,3112,0,0,113,0,0,0,75,0,0,0,532,0,19,52,0,0,2130,0,0,0,161,214,4251,350,2596,0,0,0,451,0,252,1018,0,0,483,0,0,0,571,208,49
SAMPLE_63,749,1151,0,0,664,0,0,84,183,0,0,0,0,154,0,609,1050,3547,0,703,808,0,0,58,0,0,0,0,48,36,2399,0,0,0,0,16,0,0,0,10,0,94,1273,0,1,186,338,163,0,93,0,1696,0,0,758,0,0,0,0,0,0,12,1834,0,0,120,0,0,1645,0,20,96,319,0,14,4320,0,123,0,1964,2190,703,59,1641,0,474,0,793,0,13,243,50,0,0,0,73,0,163,213,9
SAMPLE_64,33,1,0,4012,549,0,0,213,0,0,893,11,0,139,0,162,326,855,0,117,991,299,65,0,0,0,84,0,0,2,0,33,337,2556,426,0,0,26,0,0,1481,0,0,1751,0,6,231,212,3230,0,109,0,11,0,1,1016,0,0,0,0,68,0,30,0,15,0,0,0,0,84,106,181,0,0,2386,67,0,0,0,0,4611,0,305,223,0,48,0,276,0,0,307,0,0,313,0,0,0,241,699,0
SAMPLE_65,61,0,31,0,0,0,0,962,270,0,0,318,0,245,0,6666,0,0,3,2965,1477,0,47,0,4,57,0,1615,0,452,1268,0,993,529,547,1421,0,0,0,0,0,70,1922,2269,88,0,0,485,0,260,359,5650,0,0,3130,0,0,2,0,0,0,485,825,0,519,165,1996,0,7592,0,0,1585,780,0,0,3332,0,90,400,0,0,6995,533,7949,0,88,3192,0,0,363,549,1044,0,0,697,2761,0,425,0,733
SAMPLE_66,0,2441,0,0,84,0,0,0,154,0,0,10,0,470,0,103,0,1928,74,3112,78,0,0,0,0,1819,0,3245,33,3,0,0,0,0,1172,0,0,679,0,9,0,0,1146,0,5,96,0,0,0,59,56,2267,0,0,1081,2495,0,0,0,111,0,0,2397,0,117,0,0,173,0,2166,15,410,0,0,30,1453,172,14,459,956,19,49,177,0,0,227,1212,2296,0,76,318,0,0,825,0,0,0,696,396,0
SAMPLE_67,35,0,10,0,103,0,0,2050,0,1221,0,2,72,66,0,4776,0,1764,0,0,2611,0,0,876,387,0,0,3562,0,0,0,0,1423,0,98,141,0,0,0,0,13,0,0,842,0,0,0,0,2779,260,411,3143,2017,0,2190,0,34,0,0,0,0,0,1713,1124,0,544,10,0,297,2888,0,733,0,0,555,3757,0,0,0,0,859,5185,660,4701,0,0,2072,118,0,0,746,1996,0,469,0,30,0,59,391,0
SAMPLE_68,0,1155,360,0,3224,0,0,210,0,0,0,2,64,2651,0,0,0,452,4015,4271,0,0,0,159,6,0,2564,0,0,98,0,0,0,0,1084,4063,0,0,0,0,1591,1436,0,250,122,357,456,3095,0,0,1686,901,0,0,0,0,0,0,0,0,0,0,0,0,0,831,0,0,1322,0,0,0,916,0,0,235,0,2142,0,3540,0,2139,0,0,0,0,47,568,0,0,0,0,0,0,0,1411,0,4140,340,0
SAMPLE_69,312,2860,0,0,0,0,40,1351,0,0,410,126,0,13,0,0,0,2123,69,1264,0,0,11,0,69,1135,55,757,0,2044,0,0,839,0,65,0,0,2133,972,0,2712,0,231,554,0,0,0,0,0,4,256,4639,0,0,2026,802,46,0,538,0,0,0,0,0,197,1400,0,0,0,803,0,1522,0,0,0,0,0,0,0,0,0,5718,642,0,306,346,36,0,77,0,898,0,0,814,0,45,0,52,1209,0
SAMPLE_70,1740,1196,0,0,0,0,0,148,0,0,0,0,0,855,0,1320,0,147,5,3,83,0,0,0,0,0,705,473,98,814,0,0,2122,149,24,2716,2174,0,0,43,0,0,0,64,0,172,131,0,0,0,630,1560,52,0,706,1266,106,0,483,0,0,236,204,0,14,10,0,0,220,0,218,1274,22,0,0,2879,0,0,0,453,0,1609,0,1345,0,2350,305,8,1236,105,17,0,0,0,1294,875,0,1370,194,0
SAMPLE_71,29,327,0,0,0,0,0,0,0,921,0,0,453,481,0,3923,0,370,2299,0,0,0,0,0,0,0,0,0,0,1180,0,0,510,2,1390,64,0,0,0,0,25,0,0,0,0,36,50,0,5470,1230,157,790,0,0,952,4114,0,0,2419,9,0,0,0,0,0,0,34,0,135,0,48,81,0,0,0,3226,0,0,0,273,4580,3925,145,4098,0,585,0,0,0,0,1296,16,0,784,0,0,0,728,309,7
SAMPLE_72,0,0,14,0,90,0,0,46,0,0,2281,1252,1056,325,0,1725,0,675,1426,1220,701,0,84,0,2,83,0,1889,927,21,0,0,1202,0,627,0,23,0,0,0,0,48,168,4771,333,109,0,0,5354,3,665,4647,0,0,2089,6433,2384,0,0,0,0,201,780,0,0,0,0,16,0,0,0,2430,350,0,0,1445,0,0,0,1165,354,2350,2066,532,0,0,194,3129,852,692,822,0,0,1620,0,0,0,473,629,0
SAMPLE_73,644,1338,116,3132,0,0,0,1028,0,0,2463,0,0,0,0,654,0,2240,837,1505,1663,0,0,272,200,0,1216,85,30,152,2168,0,2218,2258,664,0,1762,0,0,0,0,214,0,0,0,395,524,958,4836,0,693,2728,0,0,1334,2823,0,0,623,0,0,0,0,0,0,959,1114,0,0,0,0,1410,1193,0,0,512,162,1790,0,982,181,466,185,0,0,353,0,2670,0,0,0,267,0,1067,0,0,0,0,1182,0
SAMPLE_74,0,1188,275,0,0,0,0,363,240,0,0,0,123,233,0,1128,0,3750,180,617,1224,0,0,0,9,0,0,0,0,114,0,73,449,128,706,1802,0,0,0,0,1966,0,0,456,0,46,0,526,0,0,276,2848,461,0,1264,2538,0,0,0,0,0,0,18,24,1211,134,26,256,1315,0,81,808,2707,0,0,1038,0,0,0,538,856,0,171,784,0,0,105,885,0,0,1776,309,0,0,0,0,0,388,61,352
SAMPLE_75,3600,0,0,708,1617,0,1402,329,0,0,0,0,0,0,0,0,0,633,0,244,0,0,0,0,12,329,0,0,0,0,0,0,90,338,1190,1589,516,0,0,140,0,1772,0,1091,0,187,0,0,0,38,1893,0,41,970,173,322,0,0,0,0,0,0,72,0,48,705,0,0,4691,1533,0,185,860,0,0,470,742,493,0,2464,77,1729,0,0,0,0,294,519,0,0,28,15,0,789,0,558,864,3945,1214,32
SAMPLE_76,0,0,109,0,0,0,0,54,0,1615,809,91,0,0,0,4092,0,1551,0,0,275,0,0,0,0,0,631,1554,0,0,0,0,702,2792,9,1815,0,0,0,6,176,0,50,347,0,0,0,0,0,0,233,0,0,0,32,819,0,0,332,597,0,658,676,0,1225,365,0,166,552,0,0,1363,0,0,0,2995,0,277,0,1,49,3438,0,4646,0,55,1739,8,0,535,1727,0,0,3005,0,0,0,0,1077,0
SAMPLE_77,340,71,0,0,0,0,0,1350,0,0,353,0,11,1194,0,497,0,0,16,3790,489,0,0,434,0,0,505,2794,0,22,0,0,244,1105,875,2885,0,16,0,152,0,0,0,776,0,31,0,45,6357,0,896,1480,286,0,2765,2849,0,0,3426,0,0,551,0,0,0,753,0,0,0,63,0,554,186,0,0,0,2263,152,0,341,82,0,921,0,0,155,0,883,0,144,0,284,0,1571,0,315,0,1922,576,304
SAMPLE_78,1990,0,45,0,1845,0,35,221,14,0,3278,395,128,300,0,0,1448,0,67,4049,1575,0,376,0,0,0,1621,0,0,0,1475,0,2770,0,0,58,0,0,0,291,0,10,0,0,0,190,300,340,321,7,845,4032,1,0,5912,3436,0,0,0,0,2805,31,1598,0,0,42,0,208,4844,0,615,404,735,0,0,0,0,1876,0,2444,0,2989,112,0,0,2526,0,2572,0,57,0,0,0,1410,0,532,0,76,699,0
SAMPLE_79,2728,1228,220,0,0,0,0,326,0,1281,1795,0,253,0,0,0,0,0,0,1344,0,0,614,0,8,0,0,0,0,0,889,0,1143,869,857,33,0,859,0,0,0,0,0,17,0,332,422,0,8090,0,1605,0,0,905,117,6758,0,0,0,147,0,54,0,1527,0,396,0,0,0,0,0,143,2009,0,0,3986,0,0,0,179,51,1784,236,1623,0,1388,0,484,0,178,0,0,0,600,0,57,0,488,869,0
SAMPLE_80,1260,567,0,0,0,0,0,16,0,473,1155,0,0,0,0,5050,0,0,2515,1301,0,0,0,0,0,117,78,0,0,2029,0,0,1514,0,13,102,0,0,40,411,1317,0,0,1448,0,0,0,0,2646,0,1179,2003,0,0,888,2292,0,0,0,16,0,23,1028,0,0,286,0,14,58,0,0,332,0,0,0,1,0,0,0,849,0,5968,23,8418,0,1801,0,2093,0,0,0,0,0,308,0,735,0,0,975,0
SAMPLE_81,248,25,0,0,555,0,413,485,331,0,0,506,150,304,0,3578,0,0,0,4005,0,0,0,0,0,0,0,0,43,63,0,0,411,0,895,0,0,4,409,0,0,0,1069,283,0,238,321,0,2760,800,1572,428,3,2003,2498,446,66,0,0,451,0,0,0,0,4,7,0,23,0,1251,0,421,0,0,0,22,0,18,0,2553,30,4852,0,4018,0,142,0,1759,0,0,0,0,0,832,0,0,0,494,532,7
SAMPLE_82,0,0,0,0,797,0,0,963,53,0,5353,0,219,22,0,2621,720,333,0,120,0,0,0,21,2,0,1227,635,78,0,0,0,818,0,18,4804,1079,0,0,77,131,51,0,49,0,0,238,0,0,23,212,0,0,0,912,5830,0,0,595,577,0,150,0,0,1362,7,0,0,2121,0,10,0,0,0,2265,0,0,0,0,0,1598,4331,0,6299,0,1647,0,9,0,0,542,0,0,0,5864,0,0,42,357,9
SAMPLE_83,27,0,52,0,0,0,0,688,252,0,524,0,85,1078,0,883,228,0,12,2886,604,0,0,0,0,0,100,587,0,1337,1587,0,0,487,1107,1686,0,0,349,463,0,1983,0,168,0,0,0,1357,0,241,52,6177,0,0,0,2954,0,0,2161,0,0,290,1578,0,0,267,0,0,946,0,0,0,1923,0,407,4597,0,696,0,0,466,1096,0,1915,0,1413,687,522,0,0,0,146,0,0,1736,0,0,1632,34,166
SAMPLE_84,0,216,0,0,0,0,0,21,424,0,1362,13,0,0,0,2964,0,2542,52,312,173,0,0,783,0,2887,2,0,0,0,0,0,2308,171,16,0,0,93,0,44,1172,2403,0,1550,230,183,271,2621,0,0,829,0,0,0,21,2799,0,0,0,183,0,0,433,172,0,0,0,0,0,638,0,2049,2457,0,0,606,0,0,0,2132,0,3418,307,3428,0,0,0,13,1349,0,0,0,0,2624,0,245,0,1234,1033,0
SAMPLE_85,91,1240,0,0,0,0,291,1,208,0,1011,14,131,4845,0,0,0,0,261,849,305,0,91,898,0,0,300,1119,0,4572,1357,0,656,0,0,1196,0,454,0,0,0,0,1865,1443,194,398,140,3329,5812,0,1443,3293,0,3303,1527,881,0,0,3009,0,0,104,358,0,33,794,30,0,0,0,0,1117,192,0,0,196,0,0,0,0,0,0,1419,4109,0,49,19,0,0,247,1870,2337,0,814,0,1839,0,1410,796,0
SAMPLE_86,129,3007,0,0,0,0,18,1197,0,0,0,0,0,451,0,2353,0,2114,371,477,0,0,0,0,0,35,1571,930,0,1932,0,1,0,0,1066,966,0,894,0,7,113,0,0,3026,0,260,789,0,0,0,15,6143,0,0,0,0,0,0,0,2,0,0,0,1,0,542,0,72,0,0,0,1514,49,0,0,3608,0,0,0,3096,222,3797,560,1775,0,0,2154,1236,0,0,12,0,0,0,2319,165,0,625,270,6
SAMPLE_87,0,198,0,0,2696,0,0,1310,347,0,952,0,0,1957,0,3687,0,0,3920,2329,1696,0,0,0,0,0,0,0,0,0,0,0,855,0,10,0,0,2128,1703,269,2532,0,0,2667,0,76,1508,0,1855,170,366,2419,1088,0,2969,2167,0,0,0,0,0,0,1829,0,0,1185,37,494,0,0,0,1832,0,0,0,0,0,82,1644,850,415,5205,0,1988,0,37,0,2375,0,0,984,0,0,0,0,0,0,5,619,0
SAMPLE_88,0,0,47,0,223,0,0,926,25,0,1857,0,319,0,0,496,413,0,0,3216,772,0,158,0,0,0,10,0,0,0,0,0,153,0,1595,60,0,0,848,786,78,0,33,0,0,7,1132,185,2924,87,250,0,394,0,82,2532,0,0,500,810,0,229,1312,0,0,0,11,0,0,842,0,333,454,0,0,604,0,0,0,40,160,629,0,586,0,1230,4,0,0,0,32,327,0,1268,0,0,0,0,401,408
SAMPLE_89,0,180,0,0,705,0,0,1188,0,0,0,0,196,0,0,1446,28,1164,0,181,0,0,0,19,359,72,0,2317,0,228,2802,0,80,3296,853,2,695,1094,0,674,108,1096,0,0,41,27,0,3683,0,0,21,1315,656,0,0,0,0,0,0,28,0,0,0,0,681,23,0,86,2011,0,0,21,0,0,0,0,0,1007,0,230,1131,2240,684,1899,0,1127,0,485,0,0,374,0,0,3695,0,194,75,1221,1173,0
SAMPLE_90,25,0,162,0,283,0,19,753,0,0,477,0,0,1828,0,1286,0,0,0,514,0,0,0,0,0,1014,0,690,0,0,239,0,1781,1789,422,776,0,0,0,0,36,0,0,0,61,36,0,0,0,572,858,1634,0,599,1144,627,0,0,0,302,0,0,908,158,0,0,0,0,733,1286,0,57,0,0,0,1844,1022,0,0,448,24,1486,0,2388,0,987,0,1150,3036,0,297,0,0,1321,1381,0,0,2304,692,0
SAMPLE_91,565,493,0,0,0,0,1806,19,1025,0,0,894,0,929,0,1745,1241,1139,402,1727,471,0,121,833,0,0,0,432,0,0,0,0,1940,0,32,60,0,0,0,0,0,531,0,669,8,0,0,183,6014,2714,604,933,0,100,375,133,13,0,0,0,0,348,0,0,0,23,901,433,0,0,0,169,363,0,0,3090,0,658,0,0,1599,2337,353,3155,0,332,0,1756,0,728,63,0,0,2305,0,0,0,1541,1026,23
SAMPLE_92,64,0,3,0,642,0,0,1629,35,946,0,0,137,0,0,0,0,0,0,62,212,0,0,0,0,0,0,741,1641,0,0,0,2442,2262,241,0,399,0,0,0,0,0,0,2206,14,377,335,0,0,2248,663,1087,0,0,4195,0,0,0,0,0,0,36,473,0,334,752,0,247,1701,0,4,3,0,0,0,3358,0,0,0,4263,2840,564,531,0,0,236,1505,104,0,124,635,0,0,565,0,0,745,0,1962,0
SAMPLE_93,733,1134,0,0,0,0,0,980,0,227,0,898,203,87,0,4475,0,0,41,607,274,0,0,305,208,211,0,0,0,822,0,0,206,0,365,289,0,348,0,639,32,0,0,150,0,53,0,86,0,2394,1241,0,0,0,0,2778,0,0,0,0,944,0,101,0,0,282,0,0,0,1525,0,449,155,0,0,840,0,66,0,377,0,5877,0,4097,0,687,0,1164,0,0,0,1787,0,410,0,0,3076,0,429,819
SAMPLE_94,2584,79,0,0,291,0,0,715,640,0,32,0,0,514,0,2086,0,1034,175,1038,169,0,173,0,0,0,0,0,0,0,0,0,60,0,20,0,0,0,0,0,0,1291,0,0,0,332,0,0,6672,0,25,3102,0,0,3294,1387,0,0,1325,534,0,0,1831,0,0,0,0,0,0,0,437,0,0,0,0,2009,0,1148,0,1405,871,2233,403,1963,0,1815,0,1528,0,0,0,32,0,0,0,972,0,685,845,0
SAMPLE_95,36,2685,0,0,880,0,26,17,331,868,129,26,0,815,0,0,0,0,0,1315,0,0,0,0,0,3252,0,0,0,1880,0,0,0,0,1386,62,0,0,0,0,15,925,0,0,89,83,0,3200,644,0,323,1029,0,3288,2268,1974,0,0,1209,214,0,31,0,52,0,0,27,0,1306,0,0,119,960,0,0,1283,1589,269,0,735,106,268,0,62,0,105,0,1935,0,96,228,27,0,863,0,83,0,1342,1522,0
SAMPLE_96,94,225,0,0,0,0,0,38,0,39,0,0,0,276,0,6287,0,0,4184,1490,407,0,0,0,0,53,324,64,0,913,0,0,0,114,778,1762,0,0,0,0,0,0,0,0,0,17,0,0,6428,0,2285,68,0,80,340,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,8,1088,157,0,25,149,0,0,0,264,14,7933,435,8215,0,49,0,553,0,401,7,240,0,2447,2610,971,0,463,2054,0
SAMPLE_97,0,1097,0,0,451,0,435,1689,840,0,3704,0,0,0,0,2578,0,0,75,574,1340,0,0,29,228,0,1438,0,138,0,0,0,1090,0,0,14,0,0,0,28,0,0,218,0,0,7,470,410,0,0,0,2849,1463,400,1864,3541,0,0,0,0,0,0,2605,0,75,0,0,0,0,0,0,2303,650,0,0,238,0,426,17,0,413,1140,0,2882,0,166,88,0,0,0,0,0,0,0,19,618,0,27,3,0
SAMPLE_98,82,53,0,0,420,0,46,734,0,1183,85,0,0,0,0,2166,0,0,0,0,2260,4061,0,537,0,432,0,1358,0,0,0,0,196,0,14,0,0,11,1913,217,439,0,0,342,3,281,254,0,287,0,532,1915,0,0,807,2690,0,0,717,33,2154,0,105,0,0,0,0,80,1155,0,0,414,800,0,0,3948,0,123,0,60,0,3152,0,7110,0,121,0,3,0,13,0,0,0,3245,0,0,0,0,1751,0
SAMPLE_99,0,71,0,0,968,0,0,590,0,495,345,0,362,1756,0,1800,0,693,0,3386,0,0,0,59,0,0,0,559,21,107,0,0,806,0,0,1704,0,0,0,0,46,33,0,41,0,66,0,45,3608,0,244,3725,811,0,1509,473,0,0,2709,0,0,0,88,441,0,0,0,0,0,0,59,1629,64,0,0,156,0,65,0,847,1903,2883,178,2082,0,0,16,1926,0,0,1130,0,0,0,0,0,0,38,607,0
SAMPLE_100,0,0,0,0,522,0,31,21,1005,0,0,7,352,1482,0,674,0,4008,0,2022,0,0,16,2172,0,58,0,177,32,0,721,0,0,0,482,0,0,0,0,0,0,0,0,312,0,137,133,0,0,973,0,0,0,0,0,402,0,0,0,684,0,0,0,0,0,416,0,5,0,0,1,0,0,1008,0,1159,0,0,0,897,1096,785,146,1435,0,2465,0,2365,0,0,0,0,0,384,0,0,790,539,293,0
SAMPLE_101,0,0,0,0,190,0,0,1258,353,361,675,25,0,454,0,3838,0,0,2623,297,700,0,5,1856,0,337,0,0,0,0,106,0,641,0,59,0,0,0,0,0,0,0,0,2333,0,204,0,0,0,0,834,1628,1444,0,774,2585,0,0,0,43,2200,12,1340,0,0,196,0,0,0,2145,0,1262,435,0,0,1149,0,140,0,2441,3953,4822,448,6010,0,188,38,79,0,2,1091,0,0,970,0,0,0,58,526,0
SAMPLE_102,92,0,0,0,1230,0,0,617,0,0,1148,53,0,0,0,783,238,0,239,167,0,0,0,257,157,0,0,662,0,0,0,0,625,0,17,0,0,0,0,0,275,0,0,0,150,283,0,0,4028,0,442,0,0,0,2078,1667,0,0,0,188,0,0,0,212,0,570,228,0,3652,0,0,1313,34,0,0,3827,0,0,0,235,1602,755,0,1003,0,760,0,486,0,0,1979,2047,0,2005,0,0,0,0,900,0
SAMPLE_103,0,492,190,0,0,97,0,456,538,341,1122,37,23,86,0,2355,0,305,0,557,317,0,0,0,48,28,460,1517,0,1885,0,0,0,110,18,2396,998,183,0,0,405,0,0,0,0,29,0,0,0,0,24,1763,1780,2433,808,3173,0,0,1901,1,0,65,975,0,339,353,73,0,1224,0,0,0,0,0,0,988,0,1271,0,389,640,3748,165,2190,0,0,4427,203,0,0,0,0,0,50,0,0,0,7,54,0
SAMPLE_104,550,0,32,0,278,0,815,1193,272,208,0,0,0,83,0,6612,1168,0,0,2904,2592,0,0,0,245,0,599,0,61,2689,0,0,0,0,13,1434,0,0,1353,991,0,130,0,0,0,123,137,767,0,362,1921,5085,0,3172,2304,3129,0,0,0,10,0,349,2675,0,389,6,0,0,0,0,0,0,1222,0,0,459,0,0,0,0,0,7279,458,7236,0,255,0,0,0,919,0,2762,0,0,944,0,106,138,141,9
SAMPLE_105,199,0,14,0,1549,1836,0,415,192,0,0,314,0,645,0,641,0,2676,0,842,1230,0,0,0,156,50,0,1535,0,0,0,0,1217,0,942,701,0,0,0,0,0,381,1105,0,0,61,0,1025,0,0,371,2055,777,0,0,325,41,0,2739,0,0,185,61,0,0,607,0,139,4019,0,0,2423,1943,0,0,0,0,144,0,723,2867,396,304,0,0,433,24,1893,0,531,0,0,0,3011,0,0,26,770,1686,0
SAMPLE_106,0,612,284,0,1071,0,55,285,365,124,337,0,0,17,0,0,0,0,0,241,0,0,0,1571,0,64,341,0,0,2,84,1893,49,1810,0,1436,520,192,724,204,0,0,994,2881,4,305,0,0,876,0,39,503,3197,97,0,576,0,0,0,3,0,7,45,0,314,306,28,0,2295,0,0,22,881,0,0,434,0,1047,0,3682,0,102,0,0,0,145,35,0,0,0,476,29,0,18,0,981,0,35,319,37
SAMPLE_107,2890,0,164,0,0,365,0,162,673,0,0,0,0,0,0,1629,0,0,30,1684,0,0,0,4290,121,1521,0,275,17,187,1621,0,147,198,802,19,2644,0,0,42,1696,0,0,2694,0,107,0,0,0,1715,38,0,0,2356,0,95,0,0,0,112,0,272,27,207,0,27,0,259,3216,0,0,187,0,0,0,171,0,0,2898,1214,3677,1431,166,3083,0,2338,149,2930,62,0,316,0,0,546,0,148,0,424,824,22
SAMPLE_108,69,1125,60,0,549,0,63,8,0,0,1706,90,21,258,0,9402,633,0,2180,2499,357,0,54,0,0,63,0,0,0,3903,2009,0,2568,97,406,244,0,342,0,0,2694,105,851,0,156,169,546,0,135,0,1092,3229,0,0,2655,1891,0,0,0,0,0,553,260,710,0,369,0,0,1235,0,0,646,296,0,0,0,0,0,0,310,0,8175,0,9614,0,142,0,617,0,108,137,2405,0,570,0,0,0,417,620,0
SAMPLE_109,0,55,0,0,35,0,0,334,81,1481,224,57,0,861,0,2160,0,0,604,198,1399,0,0,2736,288,38,0,0,0,0,0,0,0,0,0,40,0,61,1611,639,22,143,0,5466,0,433,676,0,0,662,471,3904,0,0,0,1261,51,39,0,97,0,0,701,0,0,639,0,0,0,0,0,309,524,0,0,5051,0,3314,0,0,4333,1831,2493,0,0,227,176,0,0,0,0,2628,0,177,0,0,0,1506,600,12
SAMPLE_110,64,447,0,0,801,0,35,2360,507,0,675,0,0,1677,0,549,1295,2185,0,0,0,0,0,0,393,0,302,120,0,0,0,0,1379,3541,299,1207,0,1843,0,0,0,0,279,2903,5,3,60,0,0,0,0,5257,0,0,5161,1055,0,0,0,0,0,0,50,0,80,1371,42,0,1674,462,0,949,0,0,0,2759,0,0,0,126,3015,0,1311,1072,0,140,2,161,0,1022,130,571,0,773,2755,1504,783,1843,277,776
SAMPLE_111,0,731,39,0,1175,685,502,460,355,1204,0,0,0,0,0,640,0,915,34,1184,0,0,0,0,29,0,0,458,1955,726,0,40,1423,0,0,115,0,201,0,0,736,1923,430,286,0,2,619,1592,3677,0,475,0,126,0,25,90,0,0,612,0,0,127,80,0,523,636,7,120,2519,2017,140,2834,2443,0,0,4045,0,0,0,0,3678,682,323,0,0,0,0,2183,0,294,639,461,0,1577,0,0,0,0,1815,630
SAMPLE_112,452,1013,0,0,0,0,256,12,0,0,207,0,0,234,0,3416,0,4552,264,650,234,0,92,0,9,712,131,0,0,3361,102,0,949,1567,709,862,0,0,0,0,427,0,0,0,0,0,0,0,4443,249,272,2095,0,0,972,1054,278,0,1460,705,0,0,0,0,0,0,0,0,23,0,0,1925,135,0,0,0,0,0,0,0,0,5180,104,4623,0,253,0,411,0,0,1118,0,0,1632,1696,588,0,440,539,0
SAMPLE_113,0,82,422,5367,535,0,0,156,800,1308,0,60,248,0,0,1914,0,1183,125,600,0,0,0,0,39,77,0,704,0,164,552,0,2851,0,0,0,0,0,0,0,0,0,0,1131,5,55,53,0,1444,1308,835,0,0,0,0,3332,0,0,1711,102,0,0,8,0,0,987,45,169,0,0,0,61,0,588,0,4222,0,26,2377,98,2146,1703,0,2141,0,783,0,0,0,0,1379,0,0,0,0,0,0,0,771,0
SAMPLE_114,59,1592,0,0,341,1529,0,948,738,0,0,0,75,466,0,3521,0,2582,0,3527,651,0,74,0,309,0,0,0,0,0,0,0,626,1596,859,33,1725,469,0,0,253,414,0,0,148,9,0,0,2801,0,927,4381,0,3,1925,34,0,0,2143,0,0,0,1338,221,0,70,0,0,0,0,0,492,1779,0,0,0,0,122,0,166,22,3850,513,4376,0,38,0,368,84,0,13,282,0,0,51,0,0,664,14,244
