,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100
SAMPLE_56,0,1091,32,917,69,65,0,675,0,0,0,422,0,282,0,1823,1384,281,96,1032,0,82,58,717,1387,0,0,0,1093,0,0,0,0,1252,58,558,8,0,0,0,250,385,626,0,993,155,4171,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,2335,0,788,0,0,0,0,1497,673,1656,177,0,0,0,509,0,0,0,0,5050,0,573,1791,113,9,419,0,0,0,161,519,875,0,2838
SAMPLE_57,297,198,107,0,341,0,3454,0,0,1323,0,0,0,0,0,0,0,0,122,89,0,54,766,509,0,731,303,118,0,1759,3769,619,773,144,0,54,0,0,630,673,3161,2995,0,10,0,43,0,562,1190,776,0,1662,0,4175,25,269,9,476,17,0,0,0,0,2177,0,0,384,276,1124,0,31,22,4243,0,0,0,0,0,0,0,0,0,0,0,0,6669,0,761,220,0,2,0,0,263,1398,0,200,0,0,161
SAMPLE_58,0,0,0,0,264,966,0,0,0,0,0,3668,2087,0,0,0,1446,209,0,365,439,131,0,0,2555,0,0,0,0,0,315,0,545,721,702,440,41,0,81,24,264,93,576,0,1520,963,0,0,0,3463,0,962,44,2095,0,2451,0,1193,823,0,1600,0,0,385,1391,0,0,0,0,8,0,0,1025,1164,505,0,1516,0,359,0,0,1944,1595,4959,0,0,1811,230,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_59,0,63,0,564,86,182,0,0,725,1011,0,2848,2442,0,130,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,5426,1533,1400,194,1569,281,391,1056,0,107,185,35,0,0,341,0,1174,1193,2089,0,0,0,0,0,28,0,0,0,1211,0,0,607,0,0,0,0,1728,989,3761,236,4323,724,0,164,43,0,0,0,577,0,3128,13,1835,2359,0,0,0,0,0,0,174,221,0,102,104,14,10,90,0,198
SAMPLE_60,0,0,0,999,0,97,0,260,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,433,0,2751,0,0,807,0,168,374,428,0,3634,0,192,583,670,0,0,0,90,0,896,0,0,0,106,0,478,0,718,777,972,1602,0,1200,141,379,54,0,1731,0,0,2614,1401,5390,691,0,2320,920,1315,3475,3442,0,1309,3150,2215,0,0,818,0,78,390,0,0,0,1874,0,1882,0,0,0,278,0,30
SAMPLE_61,0,241,165,4513,425,426,0,2066,0,0,0,826,371,0,207,668,1302,2545,0,717,802,210,0,217,0,885,0,210,0,706,6023,307,1925,1710,0,786,0,1568,0,372,1924,567,401,124,0,113,0,115,0,848,319,1826,299,0,1564,0,0,0,1431,0,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,143,634,0,1957,0,0,0,0,0,0,0,0,0,0,0,1935,7497,7039,412
SAMPLE_62,0,0,424,1387,244,124,332,0,0,0,105,0,0,0,0,0,668,82,0,268,0,530,0,1595,82,1849,692,571,0,423,4912,722,897,62,11,25,0,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3706,0,0,0,3189,139,0,0,3913,0,2128,233,1153,0,0,0,7,0,0,1180,2858,487,1252,539,0,0,0,2360,24,725,0,0,2016,0,201,0,0,0,0,0,11,59,544,1630,0,2465,0
SAMPLE_63,0,306,189,2095,825,137,4186,0,0,0,1085,172,0,408,1119,4021,1615,565,0,183,1693,1504,0,853,0,1280,2756,0,1354,1132,2187,0,2672,4766,93,3665,154,0,0,154,2816,4049,0,0,0,0,0,42,72,0,0,19,0,0,2201,0,0,963,41,0,0,2703,0,0,0,0,0,477,0,0,0,0,0,0,0,0,2074,2212,0,22,1218,1483,257,254,0,2060,0,0,0,0,0,0,0,0,147,7,71,35,0,1154
SAMPLE_64,0,74,3,96,22,7,297,21,0,0,0,845,204,0,680,2213,3149,708,237,2642,412,1176,116,3010,4412,0,0,918,0,0,0,0,2980,804,6487,1508,2255,0,323,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,204,539,15,0,0,1549,29,103,0,0,0,0,0,1059,8453,31,1040,0,1560,0,11,0,0,0,1442,3991,0,499,0,131,2798,0,744,0,0,0,176,2342,3925,6720,9836,50
SAMPLE_65,0,835,8,156,24,15,0,724,0,101,0,43,0,0,984,0,0,194,90,426,1333,1119,0,708,28,0,0,12,24,0,960,0,1651,286,4946,616,209,0,149,47,890,413,4230,291,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296,875,5556,193,1453,0,0,7603,1177,5804,1370,2519,20,0,806,0,407,0,618,0,0,32,968,0,0,24,22,0,0,1401,1288,7552,6838,1016
SAMPLE_66,0,269,312,644,0,40,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,580,1034,0,0,66,0,110,160,58,74,51,0,32,35,138,89,0,0,11,0,0,0,0,0,0,127,29,207,893,213,194,463,943,0,1676,0,1096,353,0,0,0,0,0,1179,2590,331,0,4965,1104,3651,21,0,0,32,0,131,1725,4409,0,2251,0,188,2130,0,88,702,0,394,242,1606,4620,7221,12948,231
SAMPLE_67,42,391,163,0,0,0,0,1708,0,0,0,73,0,398,586,1913,572,121,0,33,166,54,0,0,142,0,0,789,0,2207,4554,395,0,0,0,0,0,0,0,0,0,0,0,0,793,324,0,49,0,981,551,1835,556,1207,0,15,0,10,0,0,0,133,0,243,0,1459,0,0,0,606,2649,634,0,0,8,0,34,0,0,0,0,0,0,0,0,6523,851,802,0,0,0,0,0,2041,913,1517,3079,3771,4832,2217
SAMPLE_68,0,176,206,0,83,0,146,0,3288,905,549,0,0,28,2224,2016,0,15,0,0,0,0,0,0,0,0,0,0,0,725,5274,583,1814,896,1657,933,138,0,464,306,1532,0,0,0,0,168,0,2287,0,0,0,0,0,0,1155,0,0,0,597,0,0,0,0,1435,0,1636,372,0,2790,638,116,0,7740,119,33,106,0,0,0,0,0,3673,1096,3356,0,2267,0,123,0,0,0,1471,0,0,327,0,2233,8019,7992,163
SAMPLE_69,717,182,168,1183,504,95,0,0,0,0,0,0,0,118,537,2017,1492,245,0,106,319,587,0,420,274,894,365,0,213,0,0,0,343,401,516,394,560,0,34,11,205,66,726,290,569,244,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,9,0,11,0,0,63,220,0,129,0,0,0,0,4602,0,15,41,0,0,305,209,2955,0,596,28,1078,0,45,165,628,3525,3981,168
SAMPLE_70,0,0,0,1183,90,50,0,0,0,0,0,0,0,0,267,241,178,392,0,364,1537,1235,0,748,43,2179,2760,568,0,0,482,0,1339,419,3743,879,100,0,0,92,863,271,5062,0,860,1164,0,3151,1199,0,197,2199,352,4365,257,334,141,275,93,0,0,27,0,832,0,792,513,0,556,0,0,0,4706,2341,1222,2376,1287,491,2,105,0,0,2278,4428,0,1555,413,382,920,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_71,0,24,16,960,70,72,0,0,24,349,0,1188,0,55,2285,2039,284,405,0,365,3593,2562,0,1471,0,1191,2449,0,1552,158,439,0,632,422,242,294,208,3831,0,204,0,1767,2384,0,616,92,0,0,0,1703,0,270,0,143,1785,0,0,107,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357,1217,1057,0,0,0,0,0,0,6,0,0,546,2957,621,2709,7287,9326,15
SAMPLE_72,1479,139,84,5673,385,258,0,1137,0,0,0,2701,1718,0,925,2489,309,208,592,2413,1696,648,0,522,337,2356,831,385,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,417,0,19,0,1299,409,0,12,0,0,2288,0,211,3002,0,775,12,0,0,7685,0,543,0,3033,0,37,0,0,122,604,1862,55,0,508,162,1767,0,395,23,839,0,0,0,0,61,0,161
SAMPLE_73,0,1473,275,1647,200,76,0,228,0,0,0,0,0,0,348,1216,1329,1312,627,1295,523,604,0,879,1100,575,240,128,0,0,0,0,0,0,0,229,0,48,146,57,1011,2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3543,133,549,2850,195,4214,1142,0,4060,800,2708,0,0,5,0,365,2161,0,0,0,5061,0,768,2131,0,0,0,1572,0,0,154,308,265,0,1632
SAMPLE_74,0,232,244,3057,249,208,0,0,0,0,0,1027,0,211,673,2295,3417,771,0,627,574,211,0,155,0,2211,907,0,4143,0,0,0,693,1274,379,775,462,0,55,17,371,552,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1038,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2475,0,0,3260,895,0,126,2206,0,562,0,0,48,68,1922,1644,8792,10307,199
SAMPLE_75,0,1106,530,1641,314,89,263,147,0,0,0,1458,993,0,291,1112,0,0,30,32,67,102,0,86,2,83,78,398,776,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2293,19,235,0,67,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,708,119,895,0,0,0,117,2580,0,0,2339,920,1099,3403,5584,0,896,0,1476,1002,1927,3503,0,1091,0,2148,0,436,0,1587,0,0,0,404,659,2475,978
SAMPLE_76,0,710,86,2580,336,410,298,0,1535,918,0,770,1560,0,52,162,1006,219,1178,1997,4513,1392,0,1813,1814,0,0,0,0,1187,939,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,240,2203,0,13,0,0,310,0,3812,0,0,0,83,0,0,995,5749,747,6960,457,486,0,223,2259,1431,223,315,0,3125,1031,324,0,0,0,0,791,0,0,476,1818,8788,12110,789
SAMPLE_77,0,97,124,1635,357,96,0,0,0,0,0,0,0,0,0,0,0,0,0,226,257,96,0,328,90,2179,812,362,27,2911,9086,744,2996,2092,1641,1963,1683,0,0,0,0,0,0,0,0,39,0,0,0,1071,0,0,0,0,0,0,0,0,0,0,209,654,143,294,1260,1345,2505,827,6544,202,2585,742,0,2917,612,1535,1042,438,12,0,0,1527,1307,1791,0,7388,0,585,0,0,0,0,0,0,353,589,2060,3889,9825,86
SAMPLE_78,63,80,35,462,80,165,0,0,1431,1529,3,0,0,545,720,2391,0,0,1086,565,0,13,28,89,33,0,129,0,910,0,1116,0,2294,4533,82,1915,0,0,392,76,1389,3070,0,0,0,262,0,3002,0,0,44,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,257,23,43,0,0,0,0,0,356,0,1266,0,1269,4271,131,989,1647,2481,67
SAMPLE_79,0,0,0,0,0,0,0,0,310,0,154,47,0,0,581,1811,1203,2017,0,754,0,1297,193,2799,0,0,0,0,349,810,5489,0,3476,3964,0,2714,0,0,110,107,2157,546,3961,491,313,93,0,0,0,8,0,19,0,125,12,138,20,99,611,0,228,0,81,564,0,0,1498,477,3219,148,3178,0,2136,5239,1582,4360,0,0,16,0,1078,0,0,0,0,0,254,40,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_80,0,365,185,1948,268,386,0,0,1888,747,0,243,499,0,71,258,264,1092,1105,1101,0,120,283,1157,1854,1541,667,0,444,815,5592,1445,1590,1169,0,2140,0,700,0,290,0,0,0,0,0,0,0,104,0,1327,241,1453,687,887,0,12,0,75,865,0,0,84,0,105,0,477,0,1074,4282,428,0,0,218,3561,520,4217,323,0,30,0,0,1703,0,0,533,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,475
SAMPLE_81,0,0,0,1826,0,0,0,0,0,0,0,1548,1406,0,670,2340,600,0,0,202,243,57,0,83,0,0,0,0,1522,0,0,0,34,0,144,37,91,0,0,8,25,39,0,833,1904,497,5309,1070,1835,0,130,168,0,914,0,0,0,0,0,800,0,3251,0,3335,0,0,0,0,0,0,0,0,13384,0,97,0,87,840,2,854,1369,1418,1343,1608,3476,0,363,33,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_82,0,220,147,1206,278,75,1555,968,0,187,0,0,0,0,80,279,1393,229,0,105,609,502,0,1726,0,0,1761,0,277,0,0,21,45,5,146,19,28,973,0,58,555,1328,0,1083,0,283,0,2930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,250,1170,553,498,0,0,0,0,0,0,0,0,0,1467,2359,29,0,548,0,0,0,206,3225,122,399,3812,0,521,0,0,0,0,459,1454,3560,8132,690
SAMPLE_83,0,0,0,0,0,302,0,0,0,27,0,0,1103,277,2043,2586,2117,468,1253,1387,0,1361,0,3777,1504,0,0,0,0,1063,5916,1409,1654,889,733,368,0,0,0,0,0,0,0,0,0,23,0,38,0,44,50,108,177,0,0,85,0,0,3132,0,8,0,0,2706,0,28,0,0,48,13,43,0,16287,1342,520,564,1903,0,50,0,0,0,2669,7956,0,340,0,64,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_84,0,84,75,625,263,30,0,457,0,0,0,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216,0,6146,0,308,0,3170,0,1164,2347,783,0,264,79,1540,513,7347,4734,503,883,0,4615,2465,0,37,339,18,382,1505,0,0,0,0,0,0,0,0,0,31,0,1049,0,2701,540,0,0,645,8692,2039,4685,0,0,373,1,0,70,1104,1101,251,0,0,0,2596,0,705,532,0,64,163,0,82,75,115,77
SAMPLE_85,0,595,393,8020,1242,410,91,1414,0,0,0,2185,0,0,2333,0,0,0,1139,3416,2439,732,0,0,0,2032,3572,1642,123,0,212,0,883,195,0,97,0,251,105,114,622,386,1355,181,98,315,0,3807,0,0,171,0,0,942,0,29,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,1001,57,134,0,1329,16,0,5,5854,0,549,3608,0,225,247,0,78,0,0,715,0,0,564
SAMPLE_86,0,414,73,1394,280,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,81,0,0,2601,7470,1096,2698,1479,328,703,79,0,216,66,1572,1815,1677,0,475,330,105,100,0,0,0,0,0,43,560,0,0,0,38,0,0,1028,0,1063,0,0,0,0,0,5,0,0,2282,5874,1183,4706,3151,2515,0,0,0,0,0,0,0,82,0,6,0,164,0,234,786,0,367,0,0,158,0,2017
SAMPLE_87,0,250,87,3691,413,455,0,852,0,1442,14,0,0,19,166,344,1501,265,1307,823,0,143,387,1347,1944,755,1046,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,168,2253,733,2676,0,0,671,547,863,0,0,136,0,1614,1612,688,0,0,0,748,3548,0,6716,289,63,0,0,0,0,148,0,1043,4437,6882,0,5009,0,239,0,0,0,2197,0,908,591,302,462,1447,1804,227
SAMPLE_88,0,0,0,564,0,0,0,0,0,802,0,843,995,0,16,68,427,1053,0,0,0,0,0,0,0,1280,0,354,0,0,0,0,0,0,0,0,0,0,0,0,11,30,0,0,0,21,0,271,0,0,6,216,0,1142,231,85,0,2420,820,0,0,0,0,0,0,0,32,0,0,51,1049,489,0,0,283,0,1501,550,0,0,0,545,1885,3324,0,367,0,21,0,192,0,230,1071,0,2355,291,1822,6660,10035,0
SAMPLE_89,0,263,87,1095,299,47,487,0,0,0,0,0,0,131,721,1121,0,46,0,20,519,484,0,2607,582,0,0,0,0,146,1161,0,1649,1888,2565,2270,1410,0,0,2,30,2,181,79,0,0,0,0,0,0,0,233,393,166,0,41,22,161,2487,0,0,238,0,2918,0,0,535,0,0,0,2177,0,12010,44,15,0,0,55,131,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,101,544,2750,3003,616
SAMPLE_90,0,0,0,880,0,45,0,462,0,148,0,892,1601,0,6,15,4,9,0,2,0,52,1203,397,0,1860,0,311,4597,918,4535,258,2154,2488,0,1522,229,241,0,66,422,0,217,1427,1201,389,869,580,1395,781,0,1486,0,5573,513,2910,0,1353,138,0,22,0,0,1354,2096,796,0,0,1415,0,0,0,4208,0,1950,3763,1318,2354,0,0,0,0,1433,1467,6,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_91,0,622,0,623,0,345,0,0,0,0,0,20,0,374,1011,3603,2167,1787,0,1221,1181,822,199,2296,0,0,0,0,0,593,4141,683,1906,335,1171,707,1186,0,201,133,1634,3404,0,0,0,0,0,0,0,0,0,294,0,1587,0,2029,0,2272,40,0,95,104,0,2295,0,0,0,0,0,0,0,0,5358,0,391,730,2214,1561,0,1130,3291,0,297,0,2170,0,0,0,0,0,292,1358,0,601,339,1973,2171,8540,6326,543
SAMPLE_92,0,202,152,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,1779,0,0,173,0,109,1933,6102,771,2121,722,3240,1901,2506,0,385,131,2585,1365,0,0,0,0,0,0,0,489,0,1235,0,2340,429,708,542,810,95,0,28,3944,25,0,0,799,0,0,0,25,0,0,0,3260,757,1404,2285,685,0,0,0,0,2461,2579,0,3263,119,159,0,0,0,930,0,481,0,739,2648,2446,4455,0
SAMPLE_93,0,0,0,262,11,9,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,0,230,0,82,0,7,0,162,98,0,49,0,0,0,7,13,26,0,0,0,0,0,0,0,175,57,0,8,2353,0,34,0,895,0,0,0,0,0,0,0,2307,0,0,0,106,1778,817,0,27,307,0,1540,0,3,96,0,3,1189,3450,0,2256,0,106,392,0,35,0,520,0,89,968,69,1533,0,0
SAMPLE_94,0,0,528,0,229,243,0,0,3127,0,0,158,0,0,647,0,106,0,0,0,18,53,11,64,0,251,1071,0,612,237,2049,0,2499,3181,493,3578,0,0,0,21,0,2035,0,689,28,0,23,0,0,1002,0,383,367,297,0,0,0,2067,520,0,1024,0,0,71,0,0,0,0,0,75,1251,179,0,2383,339,0,215,347,0,521,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580,747,4930,5662,0
SAMPLE_95,0,0,0,0,211,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,817,131,2274,2067,0,12,0,57,192,0,0,1591,2659,1698,2063,2302,0,412,401,0,48,0,0,0,79,0,26,0,0,190,945,307,3612,0,2117,0,2864,1332,0,1176,3927,0,478,0,1572,0,0,0,191,3521,150,0,513,92,557,0,0,224,11,0,37,0,0,0,870,0,238,4951,0,345,65,1121,0,0,0,0,0,0,0
SAMPLE_96,0,30,25,1507,97,0,147,0,0,457,0,2214,2522,0,218,719,545,733,0,1154,1179,260,0,180,78,2466,837,1449,0,0,2164,0,3765,806,2764,2154,2652,0,84,28,520,118,3057,0,211,669,0,0,36,0,0,83,0,0,0,0,0,19,0,466,100,1875,121,0,0,13,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,6,0,78,0,0,0,0,1464,2046,3161,36
SAMPLE_97,0,0,0,0,0,0,0,0,0,0,0,31,0,0,266,21,0,1,0,30,0,83,2466,673,0,0,37,0,0,1868,7378,1065,2414,2251,246,0,298,0,0,177,972,209,3629,556,271,183,0,0,0,0,0,0,0,1,2888,0,1660,1314,829,0,622,0,868,0,0,0,0,0,0,532,0,0,0,51,1058,0,0,0,384,0,2618,194,13,43,110,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
SAMPLE_98,446,0,206,1503,209,88,134,0,132,567,0,25,0,30,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,0,3008,438,650,3808,1183,1334,1617,188,191,0,147,0,696,208,1518,664,2340,0,1186,0,569,812,0,1581,0,1797,767,1556,0,0,0,0,375,0,0,2247,4379,1260,424,0,2037,13,0,0,1911,967,2082,0,7904,0,540,0,0,0,0,0,90,45,455,1302,5937,6821,0
SAMPLE_99,0,106,0,1489,444,200,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,117,121,1548,10445,1091,3292,1858,1800,1806,300,0,231,205,687,655,0,0,31,7,44,43,0,0,0,0,0,1306,23,1729,1,971,772,0,1105,0,689,424,0,7,0,0,0,0,168,0,2529,204,81,171,0,0,203,127,0,233,1028,1380,0,22,25,15,0,202,0,263,574,0,0,431,1188,5280,3222,154
SAMPLE_100,0,69,66,1622,228,328,0,253,0,0,0,222,77,0,116,387,2398,2157,0,1184,3575,846,0,700,452,1950,2327,139,2536,95,761,0,2408,253,828,579,839,366,395,343,3110,877,634,0,0,135,0,1897,0,273,0,511,0,1705,0,1760,0,5115,529,0,681,0,420,1053,718,0,0,0,0,111,2245,0,0,3350,659,2925,0,1670,0,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,1228,62
SAMPLE_101,0,775,15,96,50,14,0,0,2218,0,0,0,0,656,1615,5308,1666,356,0,154,267,71,0,214,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,125,0,1345,0,2075,139,1809,0,29,0,17,675,0,859,0,0,2245,0,51,0,0,0,16,404,0,4438,1723,727,749,2471,1826,0,1451,1631,0,65,102,0,150,0,27,0,0,0,0,0,42,16,1685,4964,5434,9079,676
SAMPLE_102,0,78,43,1304,104,61,0,164,0,0,0,0,876,174,574,2209,318,289,0,107,1556,1407,0,959,260,696,2983,0,1144,364,0,0,1766,1451,2620,658,0,1663,0,256,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,832,0,356,0,106,508,1798,2180,0,0,0,0,0,0,982,0,455,0,142,0,0,0,0,0,0,0,10,1862,0,110,0,168,0,252,0,775,348,230,198,1963,0,67
SAMPLE_103,0,0,0,830,0,32,176,0,2088,563,0,0,7,455,0,0,3035,2121,0,0,0,0,0,270,658,1634,710,248,145,1410,443,0,856,1187,0,2858,0,0,36,84,0,0,10,0,17,1,0,0,0,315,456,548,0,3206,0,1061,0,485,7,0,12,0,0,685,0,211,3802,648,10216,0,0,0,2274,293,144,384,0,0,200,0,0,0,1401,1456,0,794,0,135,2108,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_104,0,8,2,201,11,0,17,0,0,249,0,410,0,129,1803,3487,911,298,553,0,0,0,0,98,179,376,0,1051,0,0,137,0,63,52,0,73,0,479,0,96,889,0,5326,563,621,162,1007,0,0,178,430,472,0,2580,0,73,0,36,625,0,899,0,1041,0,336,828,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3065,0,300,50,0,15,0,734,0,326,145,282,672,3919,4431,9
SAMPLE_105,0,79,31,439,81,15,518,3,691,277,0,488,1099,0,177,680,129,51,38,305,0,0,374,1288,0,368,1827,0,1184,0,0,0,0,102,0,226,286,0,216,31,573,145,2348,2304,1079,403,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4991,2038,6246,0,0,19,3,0,97,3271,4931,660,258,0,15,0,0,0,922,0,375,243,365,833,5190,5410,223
SAMPLE_106,0,38,40,1433,189,334,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,636,0,712,20,117,0,371,0,1075,158,253,0,116,11,0,0,975,67,65,653,0,31,0,0,79,0,0,346,0,0,1017,755,214,0,328,0,283,0,867,0,2985,0,797,28,446,0,1507,4899,1019,3868,2882,1045,5,129,0,2603,947,0,0,0,0,39,1322,0,106,911,1262,0,0,575,1833,0,0,34
SAMPLE_107,0,0,33,1318,89,0,37,97,0,0,81,26,0,0,2291,772,0,252,24,95,4370,971,0,0,48,665,0,92,0,1752,4882,112,860,0,66,0,0,244,186,75,1264,516,5913,647,875,490,350,1704,2568,0,0,112,0,720,0,969,0,503,480,0,959,96,0,109,0,1145,0,0,681,0,0,0,181,3496,425,4268,0,0,229,0,0,0,910,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_108,0,941,145,0,0,1,0,1607,0,0,0,271,201,0,35,46,0,171,0,52,4384,1050,0,597,42,0,74,0,314,443,1629,0,2219,2039,42,2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,888,0,214,0,0,0,0,0,0,0,0,0,0,260,1590,830,2589,0,0,0,0,1421,0,597,0,0,14,0,0,2,262,690,3,3273,0,228,0,0,4,27,0,90,37,611,1852,4863,5742,1180
SAMPLE_109,0,334,44,2214,176,250,0,236,0,42,0,1075,328,31,377,1275,4593,1149,177,3061,838,931,0,0,2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,32,0,304,0,49,8,0,0,99,75,0,48,0,0,1037,0,28,0,0,0,0,0,84,1643,95,0,64,356,0,2032,1827,0,1530,2118,311,0,0,0,65,0,2,0,0,0,23,0,14,45,0,2577,5987,3819,2489
SAMPLE_110,0,0,0,0,29,95,0,0,0,0,0,216,104,0,0,100,0,54,0,10,543,489,0,358,0,0,0,0,0,2081,3579,0,3148,709,3,327,0,1593,1519,367,1734,400,703,204,68,113,0,1183,2766,0,0,1431,0,3477,0,0,0,0,0,0,0,101,0,2060,0,1584,1757,217,5827,101,413,0,6375,5201,984,4847,2636,703,192,0,4203,0,293,639,0,4863,946,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_111,0,56,32,749,76,89,0,495,307,0,0,137,235,89,715,1154,1264,1597,0,452,517,193,0,783,1591,766,768,0,0,268,1962,0,3052,1712,3982,1190,906,0,0,0,941,2509,0,0,0,104,144,1034,2701,0,0,31,0,169,2188,134,0,65,559,0,1080,0,0,10,0,0,4231,761,4587,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,1603,253,952,3972,4981,98
SAMPLE_112,0,28,24,474,58,61,0,0,1441,721,0,492,1001,0,37,188,1109,246,0,0,1966,1841,0,2123,1673,0,774,0,1012,0,0,0,114,0,516,0,0,0,0,0,0,0,0,0,0,3,0,44,0,92,217,67,89,66,843,22,0,0,8,0,13,2663,17,0,0,0,0,0,0,180,4192,2045,0,0,249,0,1494,334,84,52,3422,74,0,0,1706,0,1101,124,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_113,0,0,0,0,0,0,0,314,607,322,394,47,0,0,1293,0,0,0,0,0,0,0,0,0,2577,0,762,0,2401,581,0,0,1122,45,4577,0,1386,4123,0,285,1155,1622,0,8,0,16,0,0,0,0,0,0,189,1860,2023,0,360,249,7,0,11,0,0,1203,0,912,0,0,0,1163,6103,1427,0,654,221,126,631,833,11,357,0,38,1794,1822,0,2022,1374,326,0,0,0,0,0,0,0,1069,26,0,0,0
