,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124,TAXA_125,TAXA_126,TAXA_127,TAXA_128,TAXA_129,TAXA_130,TAXA_131,TAXA_132,TAXA_133,TAXA_134,TAXA_135,TAXA_136,TAXA_137,TAXA_138,TAXA_139,TAXA_140,TAXA_141,TAXA_142,TAXA_143,TAXA_144,TAXA_145,TAXA_146,TAXA_147,TAXA_148,TAXA_149,TAXA_150
SAMPLE_35,0,0,0,1382,1243,0,0,365,0,51,2334,0,858,2473,0,1859,0,6967,0,86,0,1651,0,224,0,0,0,0,0,0,0,254,0,105,0,0,46,484,480,0,5348,217,1020,0,822,571,2608,0,779,0,2513,691,147,922,1551,1026,778,0,192,0,457,0,0,92,64,5639,0,0,0,4013,4,1288,0,0,742,0,0,0,731,182,0,0,0,83,278,0,0,135,2608,0,2167,0,0,756,1458,208,1185,312,0,0,1041,124,2762,1300,572,0,0,0,0,3353,510,182,904,27,265,440,0,886,0,2648,1053,0,0,259,1875,1865,0,0,211,3335,2917,0,0,1460,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_36,728,702,2385,893,2103,0,1154,89,2823,182,1192,1015,2699,0,0,170,6059,0,387,479,0,76,1560,102,5208,2511,1443,1761,1361,95,2816,0,2133,0,1434,0,109,327,603,1739,0,0,303,0,527,1990,0,0,320,0,0,416,233,997,473,255,0,0,0,0,0,3208,1178,0,0,3465,0,0,1662,1090,2378,0,832,0,142,591,0,0,183,0,0,0,718,0,1363,0,1057,674,1625,673,0,1906,960,1580,1282,448,625,1511,2525,1709,3266,175,3477,1406,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1611,0,0,639,1254,435,28,667,0,1179,1224,6927,2069,848,0,974
SAMPLE_37,486,0,294,588,0,119,478,0,0,47,2230,0,0,0,888,0,0,0,442,0,0,0,0,3768,0,0,0,0,0,2039,0,0,0,0,0,0,0,0,0,149,0,0,779,0,383,257,0,1768,538,0,195,0,0,0,0,0,0,0,0,0,0,0,0,390,0,1052,155,542,1195,375,0,5077,0,434,159,1404,0,0,1367,611,0,1941,276,0,4762,155,371,823,1748,840,442,1716,193,1632,3196,449,158,0,380,673,0,0,590,0,214,85,1556,0,2607,2503,1833,4142,4343,528,0,1338,3744,3723,2489,427,4233,4505,5586,1050,2563,2437,0,738,1113,4379,4969,2650,1313,457,0,5498,3640,387,899,0,1222,310,880,1922,3347,0,0,223,6260,0
SAMPLE_38,0,0,1302,0,6479,479,349,924,0,168,750,1782,6465,1298,0,550,0,0,197,250,0,0,2480,101,2947,0,557,0,670,0,0,0,3104,0,0,0,405,0,0,0,708,0,0,259,0,0,0,0,0,0,0,0,0,0,0,116,0,237,0,0,710,1014,0,0,0,6103,0,329,5374,1950,0,5692,1308,2320,1345,0,3471,1109,0,606,0,2312,232,134,1237,1422,389,500,3096,1469,2040,297,0,0,4276,1179,2950,3212,0,0,0,419,139,0,0,0,4784,196,1174,0,222,0,3662,0,808,550,187,954,0,0,0,0,5772,309,0,1048,793,1355,1266,1640,2395,632,0,913,0,2020,0,0,0,0,0,0,0,807,0,1203,0,1816,0,728
SAMPLE_39,0,324,2018,186,1565,0,157,0,0,0,0,725,120,0,76,392,0,0,0,0,170,271,0,0,314,969,0,143,705,0,0,2497,0,23,447,0,0,720,464,0,1515,2,9,0,0,110,0,0,1039,0,0,0,0,51,0,0,0,0,0,0,0,0,0,234,0,0,0,4044,0,299,0,0,1653,0,0,0,0,0,274,0,600,2163,0,132,3517,0,525,632,2539,1481,593,1640,2295,1550,0,141,368,816,3189,1420,325,286,0,218,1081,149,0,0,0,0,118,0,0,40,379,0,206,441,0,389,1006,0,1685,382,617,1638,1984,278,1767,1738,0,29,238,0,2647,1610,900,118,3233,428,0,0,0,384,1052,1483,618,1133,0,824
SAMPLE_40,0,1573,3103,625,0,0,407,0,784,431,49,1576,2407,448,1976,0,0,0,53,233,119,791,777,301,0,0,0,3099,1201,801,1612,0,1307,0,834,0,0,0,334,944,1834,64,0,0,0,997,1797,0,0,0,2947,1522,416,761,1182,2552,0,0,186,0,1410,1620,0,60,1546,5571,553,1072,1707,1448,4937,1858,0,1979,223,4296,2596,7169,0,250,2698,95,0,0,0,4719,0,0,0,0,0,0,0,2631,536,0,0,0,0,0,0,0,3337,0,2736,0,3053,746,1410,5446,0,1256,952,0,216,0,0,0,0,132,3010,0,2526,0,0,847,0,188,525,2630,0,0,0,1822,0,5678,0,1349,0,0,1840,0,0,440,2642,2032,0,709,0,2180
SAMPLE_41,282,1452,0,0,3096,1339,108,325,2897,0,0,0,627,1164,272,3227,0,0,275,137,80,0,0,439,1715,0,252,0,0,0,177,360,0,0,195,4085,357,404,781,84,5438,156,0,0,1795,711,3692,3325,1628,0,1524,0,0,1021,981,554,0,0,0,0,0,0,0,730,0,8084,0,0,0,1395,0,285,0,0,205,384,0,165,128,532,0,0,0,935,834,0,231,326,998,551,1714,530,0,3437,0,1013,1414,1278,0,3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129,532,0,696,615,0,1327,291,0,1012,2223,376,649,2148,2357,0,498,1186,268,1624,2653,0,396,0,0,0,0,2083,0,1066,0,0,1647,1635
SAMPLE_42,185,83,0,319,1167,0,0,0,1161,206,0,0,0,3367,0,0,0,4887,0,0,0,2612,0,0,0,1014,0,3528,0,997,0,0,0,0,0,0,223,0,0,0,0,13,0,0,49,0,0,809,178,1420,3247,193,108,638,1032,1225,64,2157,178,2357,0,376,0,535,174,0,0,1032,717,399,5359,990,2164,0,212,2952,0,1097,2143,282,0,3950,0,0,3015,8925,1003,506,0,0,0,1599,1589,1702,1882,1047,192,842,1045,3913,874,0,0,1540,168,714,0,0,3365,0,0,3663,0,3056,1929,0,0,1009,317,0,1148,0,861,100,337,785,2120,0,254,0,2128,0,0,0,1397,740,0,0,307,0,378,338,237,2897,752,1410,0,762,2713,811
SAMPLE_43,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1699,0,584,0,0,79,314,1045,0,1515,0,0,0,0,1928,0,0,55,0,75,198,0,0,50,0,106,374,1676,0,0,2123,31,0,876,742,0,0,0,172,1501,31,0,224,0,779,538,0,222,0,3574,369,0,141,1377,2961,2087,2500,0,0,2314,348,255,0,0,0,0,609,0,508,1512,0,0,1840,1650,0,297,660,0,360,239,0,0,244,0,1234,0,302,0,0,0,2522,0,1330,0,75,146,2852,0,90,495,1585,868,0,0,371,0,1172,161,0,0,0,196,641,1713,1268,0,401,146,54,1550,2043,534,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_44,0,1875,0,0,0,1262,0,155,0,0,3004,0,0,979,0,0,0,0,0,0,118,0,300,0,4112,1104,0,3108,4461,284,0,0,5890,0,4386,3813,331,1041,398,0,0,210,242,0,536,955,2062,2300,252,1846,880,192,288,180,0,713,0,1685,0,0,0,0,0,973,8191,0,3216,2452,2531,518,5009,0,1583,491,318,0,0,0,956,1284,0,1316,45,680,0,1354,0,209,146,466,0,0,1235,3348,881,120,0,0,398,5559,1279,0,2697,341,632,190,0,0,0,0,0,0,0,2009,1872,0,395,0,221,3595,3511,0,0,0,2988,0,1014,1969,0,140,1219,0,0,451,0,2278,0,0,312,0,0,0,785,0,411,2070,0,0,0,0
SAMPLE_45,0,0,0,598,5294,0,1191,0,1834,0,0,0,1787,776,0,2264,0,6206,353,258,192,1128,0,968,1026,542,0,840,89,774,2820,3183,2278,315,2019,0,226,2392,0,0,0,82,0,1436,0,0,1419,0,760,0,2618,1147,454,573,0,1337,81,3262,0,1787,0,270,379,405,0,0,2485,1176,0,1066,3132,1940,524,3337,0,0,4983,0,0,0,0,264,0,0,3341,0,1145,397,731,0,0,766,0,626,1162,517,0,1631,0,2516,3009,0,1677,0,105,0,5927,1584,270,3791,1161,0,623,0,0,0,673,0,0,993,1577,0,0,133,0,0,0,0,1632,2888,0,173,888,157,709,2517,89,562,0,0,980,440,209,2791,1026,380,110,250,577,0
SAMPLE_46,0,0,0,162,2944,0,702,0,705,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,1478,0,0,0,0,2683,84,67,0,735,3759,0,70,44,0,0,395,0,0,1044,0,780,198,0,603,1018,737,0,0,0,0,97,0,0,0,0,0,0,0,0,1382,546,0,997,1151,0,3690,2701,0,810,0,0,0,1240,1198,570,2984,0,361,6384,0,416,760,155,0,0,2312,0,795,2213,0,0,448,327,0,1333,109,1217,239,0,0,3160,451,4285,0,460,885,1650,4656,1346,1279,525,1838,1457,1877,3175,2413,0,62,2047,873,0,769,585,1182,0,66,451,1830,0,1310,1904,0,0,0,0,0,75,1685,173,399,0,0,2832,761
SAMPLE_47,607,894,95,373,2153,0,356,768,376,76,519,0,0,0,0,36,0,0,1596,723,0,0,1120,1859,1678,1031,1005,0,1276,2114,0,41,0,0,1183,0,709,320,0,0,3332,372,0,0,200,420,804,0,997,0,1458,342,133,703,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,456,1673,5887,0,0,4831,695,1150,0,171,0,1076,0,110,591,863,55,352,742,614,3340,1733,2488,1328,1150,1722,0,884,3620,11205,0,0,0,0,0,550,0,0,0,0,0,0,176,0,176,1141,1759,1212,0,939,2392,0,1935,269,0,0,2067,0,314,0,0,0,0,220,1515,881,0,1118,0,189,0,0,335,753,0,4057,135,654,1065,678
SAMPLE_48,449,0,153,714,0,0,0,203,5157,448,0,3816,2425,1558,456,0,0,8418,659,136,314,2079,0,361,0,929,0,1730,0,1898,0,0,0,0,0,0,0,0,0,0,2390,169,125,0,0,0,1665,151,0,0,1123,1011,391,577,334,3082,109,3412,145,0,0,4550,482,284,0,3254,2350,2640,387,1260,4058,0,1981,500,321,0,3043,0,326,655,0,579,158,185,293,0,1477,325,0,943,0,313,3344,667,774,201,0,0,2323,5073,998,0,0,299,0,794,0,0,522,0,1425,0,2402,3792,0,0,100,1868,0,0,0,2767,5144,0,0,0,282,2000,0,0,0,0,0,0,1383,0,0,0,0,466,236,745,0,1158,2447,1581,4962,1954,90,1419
SAMPLE_49,395,0,4114,0,171,0,1125,0,0,47,0,0,0,0,0,0,0,0,0,33,0,36,0,1911,0,475,0,1995,0,721,2028,126,210,74,0,810,0,0,90,605,0,0,0,2489,0,0,0,0,0,0,205,0,0,96,2316,0,43,0,0,0,0,2504,0,0,0,0,0,681,0,0,204,0,1003,837,124,4152,10020,1734,612,327,0,800,0,164,1015,269,1022,286,786,1184,0,1322,0,779,1188,861,0,782,863,2923,821,0,0,152,0,0,0,0,332,0,73,89,272,2446,515,178,0,455,207,765,3469,0,0,340,0,914,0,0,215,2186,426,1304,170,942,0,2500,0,0,1166,0,0,0,0,0,0,1200,0,320,274,0
SAMPLE_50,0,525,13,167,666,99,46,0,48,138,634,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,426,1235,4110,0,0,0,1142,0,0,0,0,0,0,178,0,0,0,416,103,20,99,192,325,482,198,70,0,0,0,0,271,857,2039,0,0,2415,380,1435,1255,0,196,10,5719,2509,1374,687,336,0,3128,178,294,557,1809,357,320,2793,504,0,254,690,597,0,0,0,342,803,4374,720,215,557,0,519,0,0,0,635,3391,0,0,3819,0,0,124,2216,1507,0,54,2360,0,1211,615,0,0,0,0,1511,308,1111,0,0,0,0,490,552,0,742,1231,262,558,0,325,148,399,1020,66,0,0
SAMPLE_51,1000,0,0,0,1916,0,78,113,0,761,0,2642,0,0,1953,3068,0,0,1518,0,740,0,0,2423,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,367,0,0,168,1344,37,1869,0,0,0,1966,0,0,4494,6185,0,1440,573,0,0,412,609,331,0,3800,668,2280,662,0,0,2496,745,211,0,56,1603,216,0,2158,6047,0,1141,786,3729,0,1271,0,0,0,0,0,738,587,89,0,128,0,0,3128,2298,0,1257,2276,0,0,0,962,1256,570,1597,4945,0,72,5066,0,810,0,792,0,0,0,231,0,4060,3924,2298,1199,2166,994,585,511,0,911,3165,4560,6409,0,1394,443
SAMPLE_52,1946,0,35,1031,1675,105,16,178,1005,119,0,0,2689,562,0,0,0,5231,1154,328,335,578,241,537,1561,0,520,1019,59,916,428,1781,1500,0,2410,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,2584,1000,0,712,1010,3547,1721,1553,0,985,1750,30,1984,0,1387,0,0,0,213,0,255,1152,154,0,475,0,207,1897,0,1992,146,0,0,2732,0,2332,0,782,0,7,9,2463,0,144,162,0,630,0,0,0,902,625,267,0,348,454,0,2378,0,310,0,0,337,263,0,1696,1282,0,0,242,795,485,0,2496,356,57,25,66,876,1961,1821,1062,155,380,1748
SAMPLE_53,0,0,0,507,1020,0,654,136,0,257,351,2740,504,0,274,289,0,5604,613,107,424,637,69,451,1832,932,0,3117,0,1005,3187,250,547,136,1167,0,75,0,771,0,405,195,829,0,883,0,1321,1536,998,0,2832,0,0,987,0,244,1087,0,0,0,1567,2182,0,0,0,0,1112,0,0,2630,0,3568,0,0,542,0,1765,0,0,0,0,0,0,0,267,0,0,0,0,1963,6097,734,2380,0,620,419,0,0,694,2561,2132,0,1501,14,498,438,4539,0,0,1539,0,1558,0,0,3995,0,961,2500,0,0,1184,0,3253,129,0,530,0,0,0,0,0,0,0,0,0,0,0,2078,0,0,501,569,328,507,0,252,0,844,0,0
SAMPLE_54,0,0,1193,0,5114,61,296,184,3167,0,2936,0,666,0,0,2567,2227,0,721,476,37,0,1217,2452,5516,791,0,0,0,33,1200,772,670,1098,1614,0,0,0,69,0,0,0,178,0,2362,0,1630,3207,856,0,663,113,108,849,1532,0,0,0,0,0,0,1947,0,0,0,5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423,3313,0,0,0,0,1530,0,1068,0,0,0,1048,0,289,0,0,0,0,0,0,0,269,323,317,238,0,0,0,1266,837,2052,224,0,0,0,847,763,94,807,2726,0,2349,39,0,347,0,649,656,0,432,391,471,0,724,1288,4673,1225,300,21,0,0,146,516,0,548,0,0,2698,0
SAMPLE_55,0,0,0,299,0,0,1147,71,255,105,1238,0,0,963,1509,2045,0,0,1092,23,198,0,1664,685,3689,0,0,0,11,0,0,0,0,0,0,3154,0,0,1190,0,540,0,376,1470,0,0,0,0,68,1292,380,1121,357,0,0,2727,0,0,0,0,0,2083,2072,190,1578,822,3240,301,0,4156,722,1327,0,0,350,0,0,2623,0,992,48,3781,0,125,0,3583,0,38,270,320,6982,219,0,2445,0,326,0,0,653,0,1365,0,1984,88,882,0,2929,264,0,2954,1502,2497,0,0,0,333,2127,1154,0,4055,1039,0,0,0,1144,0,0,270,370,3079,1702,0,298,2341,0,5170,0,90,0,0,0,1029,272,0,0,0,0,0,0,0
SAMPLE_56,1207,0,0,0,0,0,673,0,387,0,1727,0,5003,0,2165,1560,0,0,667,100,97,31,0,0,4138,4581,741,1301,0,786,1552,0,2149,0,2165,127,85,211,0,577,4369,0,464,0,0,425,0,0,0,0,449,807,34,0,1873,228,15,591,359,0,0,2802,306,129,0,0,2666,513,230,342,2370,790,613,221,95,0,0,0,832,313,546,673,0,29,2857,0,0,0,4,0,2738,0,0,4100,0,0,0,10,145,4893,6502,0,1596,619,578,416,0,0,0,623,333,301,0,0,0,0,206,0,0,0,3787,0,1078,0,457,0,0,578,1164,0,0,398,902,0,0,2923,346,515,0,24,192,1753,59,0,52,0,541,0,0,759
SAMPLE_57,0,0,128,0,4314,0,634,548,2157,191,725,1724,5213,0,0,732,1247,0,1638,418,74,2564,525,332,5779,1753,883,2606,0,0,0,0,1334,0,933,0,0,370,0,0,0,0,103,0,0,0,0,198,0,0,695,7,0,370,86,221,795,1722,0,0,2347,1864,1693,0,0,0,0,462,765,1490,0,3950,622,0,173,471,0,132,875,341,0,2619,0,156,3042,1895,1078,707,0,0,128,700,0,618,0,339,510,410,1554,2683,0,0,0,0,0,0,0,0,1825,0,0,0,0,0,0,1503,0,816,0,0,991,654,2377,158,859,922,4996,499,331,0,522,137,0,0,421,0,110,2134,1793,965,0,153,0,354,1709,3986,0,0,0,3475
SAMPLE_58,0,0,0,0,4087,715,0,108,0,174,1283,0,0,3105,254,3467,683,9504,831,186,420,2020,0,464,2767,1027,600,1688,1770,0,4567,0,2952,0,3799,0,0,0,0,0,3429,119,0,0,113,346,1659,328,1563,0,1164,289,233,547,1465,0,663,0,559,0,0,450,0,56,0,4001,0,2124,2137,1546,2708,2508,2516,1497,192,1076,0,2671,1155,163,0,2032,744,217,812,0,0,0,3740,0,0,0,0,431,0,0,2921,0,0,0,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3717,0,0,1429,1692,0,0,479,0,0,0,0,0,0,0,1554,534,553,439,1834,167,2182,0,546,0,29,1240,0
SAMPLE_59,268,0,3733,1364,5337,0,509,566,0,214,818,980,578,728,0,0,5773,2572,1168,702,76,0,1302,2115,3221,0,0,491,0,1073,5105,1082,497,1005,1508,0,0,0,147,0,0,66,0,1266,1504,1030,0,0,0,0,0,125,0,448,0,0,155,906,0,0,1646,3476,1952,0,0,261,2220,40,2598,1429,708,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,1418,0,5580,0,0,0,0,0,0,1729,140,0,1185,570,0,0,1707,4371,1279,0,3579,0,1590,261,1447,2311,685,1060,1137,953,1152,1837,287,0,1956,2674,1109,172,1738,0,0,0,0,629,155,3718,0,1144,0,988
SAMPLE_60,0,0,0,0,0,722,0,0,0,0,4622,100,0,0,61,1062,0,0,1237,0,177,161,0,614,2141,0,1414,617,126,0,4247,1893,472,372,132,0,164,1635,1144,3056,9143,14,246,0,316,189,0,0,107,0,588,133,22,0,75,231,118,2384,140,0,430,369,0,0,426,0,79,1972,806,108,3160,1301,0,1790,54,2086,0,245,1193,810,855,2211,0,107,4968,0,466,705,318,338,0,1620,2543,275,1137,218,218,823,1772,697,0,0,0,0,0,0,1167,1114,888,0,126,0,644,1527,0,0,0,0,0,3570,1277,4787,1869,113,0,0,0,0,0,0,0,0,0,0,0,2754,0,1507,0,0,0,0,0,428,1064,0,0,1276,0,0
SAMPLE_61,1740,0,3605,907,3418,139,1198,683,1664,652,0,0,0,0,0,0,0,0,0,74,0,0,0,2845,1499,1919,1220,1275,1789,2190,0,0,3098,0,0,0,0,1906,0,0,5484,0,0,0,0,618,43,0,616,0,1407,1320,0,0,0,0,0,0,0,0,2112,1692,518,15,0,7451,3204,0,0,1270,4617,0,411,0,0,2453,0,0,442,0,0,0,0,0,0,0,0,0,0,1386,0,336,1243,0,119,252,148,337,56,0,192,0,349,0,0,29,3563,0,415,153,0,1087,0,1082,0,0,1712,4150,1223,4787,3384,3508,519,307,4098,934,364,1145,540,1213,2308,336,152,1471,0,3017,0,66,1210,0,0,0,36,2178,5210,3873,1860,463,3135,3349
SAMPLE_62,0,944,0,309,4276,0,0,113,796,0,1395,0,1798,0,0,0,1142,5517,57,0,0,362,1791,0,2713,1511,0,772,0,125,271,0,2252,0,156,2447,1303,766,842,583,1390,285,0,0,0,164,0,0,0,0,0,881,0,0,1653,0,597,1512,0,0,0,0,0,85,0,0,4152,0,0,0,0,0,0,0,0,260,5285,0,0,0,0,3724,0,0,0,8272,1120,171,0,0,0,0,61,0,129,0,0,0,0,0,222,0,759,40,123,0,0,173,0,2021,190,0,0,487,2396,300,1219,1542,0,1617,1156,0,2445,204,479,1058,1340,0,382,0,1503,0,0,1003,2382,0,725,0,2316,220,0,0,0,1405,1441,1547,0,0,3424,2576
SAMPLE_63,1451,0,0,399,1467,699,0,202,0,0,0,0,0,0,1446,0,0,0,0,0,84,0,2228,0,952,2731,2606,1167,1709,0,617,268,3073,0,579,838,1113,2379,848,669,0,420,1212,0,504,0,4199,926,0,0,0,1368,472,106,3657,920,1720,1965,664,0,1225,505,0,0,0,0,1234,0,0,2415,2506,1290,3233,1335,0,0,0,0,0,606,687,0,0,0,0,0,0,51,0,0,834,0,0,369,0,0,1414,0,0,0,1791,494,0,0,0,480,1221,71,0,0,137,3176,1219,0,0,0,1992,1879,0,6261,1679,0,1079,259,1185,0,1886,0,2247,0,974,3593,0,0,0,816,72,934,0,314,2016,980,324,3573,2840,3101,4146,0,6858,2846
SAMPLE_64,0,1946,0,0,2666,0,0,325,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,512,436,0,936,102,94,580,497,0,249,1149,606,0,1986,501,0,0,0,0,0,1632,2667,3083,380,5846,1340,2464,259,1739,1409,2358,76,232,0,758,0,351,0,3448,886,192,274,505,0,291,2064,505,526,872,0,1076,77,2683,934,0,3050,150,702,0,0,0,0,3177,445,3248,0,1501,0,0,2780,1129,0,243,3543,0,2320,316,0,1121,0,262,744,3634,0,331,167,915,2624,1556,739,800,889,0,0,209,0,503,0,1203,0,1410,0,1422
SAMPLE_65,0,87,0,0,0,499,54,820,0,730,0,0,1353,0,0,0,1077,0,0,0,0,0,0,0,0,816,0,21,0,0,0,0,0,0,85,968,826,1017,95,0,0,0,622,0,124,612,2937,496,71,313,565,785,147,91,185,431,0,530,0,0,0,2422,844,431,0,3733,5708,115,0,1230,5206,893,647,0,0,904,0,0,2266,0,0,1801,6,0,1127,0,793,225,0,0,2588,0,0,2921,0,0,0,103,530,8912,1370,0,2852,389,2750,0,0,1000,0,4588,1013,1027,4146,0,36,1040,2738,1672,639,0,382,347,370,307,0,0,0,0,208,874,310,0,220,1051,0,1760,209,0,0,0,0,0,18,0,0,260,0,0,0,0
SAMPLE_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891,0,0,0,893,0,316,1040,1947,1209,499,130,0,424,2077,3722,0,759,375,279,658,285,0,3377,110,405,354,590,1915,1099,0,592,0,856,276,230,442,1832,0,0,1027,0,0,0,1564,710,20,0,0,291,772,1384,1926,822,3113,489,911,260,550,0,0,1952,1819,0,3495,33,227,717,0,337,409,1496,1275,677,0,1536,1204,552,280,0,91,144,0,1280,99,0,0,0,0,0,0,0,0,160,0,2422,2918,1148,0,321,1357,0,2935,1832,0,516,0,407,0,0,0,449,1669,1286,0,0,337,511,526,1940,272,2114,174,0,434,0,868,0,0,0,0,0,0
SAMPLE_67,0,318,0,0,4090,0,55,0,1960,0,0,609,0,474,0,2565,1904,1243,0,65,77,0,1238,296,2385,4156,473,1539,0,2228,1785,0,1489,135,0,0,201,377,1499,0,1104,33,424,233,734,866,0,1236,1216,0,939,0,0,0,1474,0,547,0,0,0,0,0,0,399,0,214,0,0,0,454,3314,0,0,1991,0,73,0,0,0,0,2384,0,402,228,2838,0,0,96,3493,0,0,1090,1245,425,1126,0,0,0,1280,0,2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,342,0,0,667,101,0,36,0,167,306,3241,0,653,324,0,0,3989,0,0,771,496,0,0,0,3643,0,2571,0,3069,1864,1676
SAMPLE_68,0,1148,32,505,1554,65,86,139,700,0,301,417,1538,291,0,1698,1607,0,0,890,0,0,0,2045,1627,2241,1201,0,148,0,0,0,0,613,0,0,0,0,0,0,0,63,0,0,1067,270,3050,0,1431,0,0,0,84,823,0,0,775,386,96,1452,29,192,0,65,0,0,1190,6393,4332,1241,5041,4219,3744,5851,477,0,203,0,63,0,2424,777,225,59,31,0,261,282,886,0,2200,274,318,0,2518,155,314,0,0,0,2031,0,770,0,0,0,308,0,56,1934,0,0,0,0,0,0,0,0,0,3518,0,0,0,0,0,0,650,0,468,0,0,0,0,0,2177,2512,0,604,2490,1618,0,0,0,0,1474,1867,2190,774,1066,3386
SAMPLE_69,1575,2440,0,0,2139,1061,469,459,0,189,1567,0,2758,0,132,3744,0,6181,0,266,88,340,0,170,5495,1082,663,641,257,557,2556,0,1768,0,539,0,0,0,25,0,0,0,0,337,0,0,4520,0,0,1209,0,270,0,0,0,104,673,2033,3,0,244,117,0,0,0,0,0,2752,0,463,0,1364,326,2505,664,0,5031,0,2332,1046,0,4710,5,0,0,3933,146,537,1394,0,0,0,430,3022,299,974,434,0,4295,8194,1683,0,141,0,1151,58,0,1245,0,0,0,3135,0,0,1093,588,1143,1021,0,532,0,0,0,0,2012,0,0,253,0,1643,0,0,335,0,0,0,485,0,2926,0,0,0,0,786,881,4133,345,484,4456,0
SAMPLE_70,0,0,0,507,3813,0,21,0,0,137,1193,749,349,0,0,0,2658,0,0,352,0,0,0,2046,9086,1553,2052,0,0,0,1687,241,1422,0,221,0,976,728,807,0,858,197,0,835,0,783,2076,0,665,0,622,0,704,181,1491,2485,0,1304,0,1870,0,872,173,0,2773,299,0,1890,202,1827,0,0,1328,0,332,0,0,0,1196,858,1456,2130,0,987,2301,0,1159,801,0,508,2808,937,667,2510,2660,2002,168,45,1654,0,1957,0,3130,261,565,0,0,829,0,423,72,2527,0,0,1229,0,436,0,0,0,751,0,566,0,2992,0,0,0,0,0,0,762,0,1503,495,1866,0,1580,0,0,515,811,804,2715,0,0,305,0,920,1654
SAMPLE_71,0,0,332,162,0,201,0,13,0,112,0,2403,3632,0,0,0,0,5591,0,102,8,298,0,0,2462,0,65,0,0,0,1646,0,0,55,0,374,0,211,185,0,435,19,0,0,0,0,914,665,390,0,1665,205,0,303,789,368,0,0,130,0,0,2964,0,317,383,2286,0,639,748,328,4352,0,984,0,0,0,0,0,347,0,0,0,382,0,0,0,975,38,0,0,3515,0,401,1467,0,502,0,1396,1746,1772,1258,218,0,0,0,0,2419,204,1101,0,114,936,0,0,0,1095,0,321,0,0,0,0,2162,96,273,437,0,0,240,2272,253,40,208,203,0,344,173,808,0,0,324,0,56,1382,892,1215,0,960,88,485
