,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124,TAXA_125,TAXA_126,TAXA_127,TAXA_128,TAXA_129,TAXA_130,TAXA_131,TAXA_132,TAXA_133,TAXA_134,TAXA_135,TAXA_136,TAXA_137,TAXA_138,TAXA_139,TAXA_140,TAXA_141,TAXA_142,TAXA_143,TAXA_144,TAXA_145,TAXA_146,TAXA_147,TAXA_148,TAXA_149,TAXA_150
SAMPLE_35,1945,0,0,0,0,633,0,0,716,486,0,486,0,0,222,0,0,269,876,76,2352,846,0,0,212,0,178,0,2228,0,8,841,0,1541,0,0,0,0,0,0,462,0,0,1074,0,0,484,0,0,1522,4606,0,220,2340,682,0,1204,0,1341,0,19,154,0,0,0,326,0,0,233,0,0,0,128,0,515,0,0,1789,0,724,0,3728,0,0,0,2242,0,0,261,0,0,153,0,3125,0,0,0,0,3095,0,2431,0,4181,14,769,1475,0,0,0,1641,0,0,0,0,639,6,578,3638,884,2476,559,6068,3579,0,0,0,0,0,0,1182,577,386,0,4829,0,1075,0,1322,2009,0,0,55,4790,0,0,617,0,289,4721,245
SAMPLE_36,0,423,1595,0,0,227,0,0,850,0,0,0,0,0,1777,167,0,0,395,0,2531,711,37,310,1721,0,0,0,1416,0,0,0,0,602,532,192,51,0,0,0,1657,408,520,5284,0,422,0,0,843,1815,1869,3155,2334,0,0,0,471,0,3295,0,0,0,0,0,0,962,0,0,939,1123,0,540,891,0,1348,0,0,0,0,0,0,0,0,2611,0,0,1263,1119,324,3271,1004,0,0,2614,0,0,22,0,0,0,777,427,413,0,463,0,3829,3789,1487,332,0,298,0,0,0,0,2828,810,2305,0,0,542,2770,1331,0,1060,0,0,0,1623,0,3129,848,0,0,1819,0,2014,1955,1523,0,218,0,0,503,1284,0,0,0,0
SAMPLE_37,198,0,0,91,105,88,0,0,0,0,326,0,0,746,0,529,0,260,979,0,0,573,935,322,0,0,70,7,0,2966,286,0,0,992,1801,0,0,2492,251,1087,0,0,322,0,0,61,441,0,0,0,2249,865,2343,743,0,0,2455,0,0,457,0,166,2982,314,0,0,1434,0,4017,0,0,1250,0,0,701,0,229,0,0,0,0,0,992,0,2780,46,1169,4263,0,687,0,637,3902,0,0,4461,0,0,0,0,0,2253,2666,0,0,76,39,0,1171,289,0,0,1216,0,3689,0,0,0,0,0,0,2248,117,3643,744,6546,0,3622,0,0,763,0,0,0,0,255,4474,0,0,0,0,0,0,0,0,423,0,0,0,363
SAMPLE_38,0,784,0,0,1770,222,0,0,0,0,0,901,0,0,193,562,0,2033,1871,0,0,147,0,2204,0,0,0,0,0,0,0,0,0,207,5726,0,2296,0,222,3520,0,0,0,0,2000,0,1036,0,2261,2695,2112,0,938,1398,2803,0,0,297,0,0,564,17,0,0,0,122,0,1921,544,1911,0,134,0,0,0,0,0,1087,1426,0,0,0,945,1158,3531,0,0,0,1231,0,0,0,0,1484,0,0,0,0,0,125,1407,0,0,0,0,2265,0,0,0,0,0,0,0,0,875,0,4931,3968,0,0,1027,0,0,0,0,2464,0,4428,0,1514,0,0,0,1511,0,1288,155,751,0,490,425,0,0,1315,203,1634,0,0,1465,0
SAMPLE_39,0,906,2598,0,0,0,0,810,0,0,0,0,0,0,2916,31,0,150,3130,322,0,0,590,0,1030,289,0,0,0,3484,0,0,0,0,2175,946,0,4682,0,2063,327,0,699,0,548,0,356,0,736,2236,0,4784,0,0,0,90,0,0,3324,1228,300,101,0,17,0,1708,85,0,830,0,0,0,0,0,3803,0,0,1575,921,1583,0,3980,3857,0,764,2892,0,5076,0,0,180,0,0,0,0,0,85,2156,0,0,0,0,1351,0,0,736,645,4026,79,1107,0,0,0,2868,3097,0,0,0,1134,913,0,0,2579,432,0,0,0,4700,0,4335,140,0,1346,0,0,0,1869,3460,2194,0,0,0,422,0,0,0,0,186,0,550
SAMPLE_40,1549,0,0,169,0,177,5082,0,0,0,485,52,0,0,2758,472,0,0,1794,21,0,0,784,0,0,0,0,1269,2263,0,0,0,0,199,0,58,0,0,0,0,977,0,0,0,0,0,160,2075,2560,0,0,2789,325,50,1722,0,0,0,1634,0,0,11,0,172,0,0,0,0,0,1596,0,0,0,184,593,0,0,0,0,46,0,0,0,0,942,282,2351,110,0,506,0,0,0,0,0,1147,97,0,0,0,59,0,0,0,338,0,4386,0,0,288,0,0,0,720,2006,100,0,0,1142,2397,926,0,775,0,1390,965,0,879,0,842,1224,1543,1880,1989,0,0,0,44,2857,102,0,0,0,0,0,165,29,0,832,202
SAMPLE_41,1348,0,493,248,303,363,0,668,0,0,39,0,0,0,2345,0,107,0,1341,0,0,753,216,775,0,0,35,0,0,2894,0,0,0,0,2260,0,2442,1161,0,664,1896,0,0,3571,0,0,0,0,112,0,4971,2813,1939,0,3801,0,0,0,0,312,718,0,0,434,0,888,0,0,1250,1146,0,1259,360,2056,0,0,0,4870,1335,0,1844,1005,18,0,0,383,3323,1321,4147,0,0,1346,0,842,3826,0,126,0,4193,163,0,0,1384,0,0,0,0,0,207,952,0,1804,3868,0,0,0,0,2018,250,0,220,0,0,0,59,0,0,4445,0,7449,1630,1150,1494,0,1293,0,0,0,0,2338,0,0,0,1854,447,1379,1322,0,0,0
SAMPLE_42,669,0,0,145,0,399,0,0,1162,0,0,0,0,0,2802,720,0,2299,0,0,0,1751,0,52,3596,518,0,0,0,1212,0,222,411,1013,1986,0,450,6109,0,1732,0,0,50,0,0,0,0,0,0,1083,2407,0,4053,0,0,1836,0,0,0,509,0,0,833,0,0,972,0,0,771,0,1334,633,0,0,3701,52,430,621,0,0,0,4008,342,0,1046,3,2756,1967,0,1392,0,1878,0,3851,0,0,179,0,0,154,1162,0,0,0,0,626,1024,0,35,733,0,0,173,1649,0,2,1729,0,857,1513,0,0,3225,0,1577,0,0,314,0,4026,372,924,2011,0,0,0,4068,0,0,0,0,0,1381,0,549,2291,0,0,2193,473
SAMPLE_43,399,0,0,608,653,0,602,241,787,0,0,0,0,0,900,0,1297,1158,1155,38,843,1010,1659,629,0,0,0,0,0,2755,0,0,49,0,2473,1411,0,2350,0,0,0,0,308,0,172,0,1451,4051,34,502,1838,0,339,292,0,0,0,21,0,0,37,0,0,220,179,0,488,299,458,0,0,0,0,0,0,0,0,0,0,1158,0,3851,2727,0,0,0,252,0,3113,2255,271,0,2308,0,532,266,99,2708,0,0,1166,0,0,0,0,1173,0,0,204,953,0,2570,1301,0,0,386,2844,0,0,1857,0,0,1696,0,988,2861,0,0,0,2449,1087,1534,412,0,0,256,0,6830,0,0,0,0,2222,0,0,165,0,0,0,0
SAMPLE_44,0,0,0,0,0,0,3890,1062,78,2215,0,0,0,0,0,0,0,0,0,0,0,0,492,1745,0,84,0,0,1322,0,217,256,0,0,0,0,3297,0,48,646,0,0,239,0,144,0,0,2236,0,4675,1868,0,0,0,2820,0,0,0,0,1490,332,630,0,259,0,2821,0,0,0,1086,297,899,0,0,0,632,0,205,0,598,1804,9590,1391,2230,0,2905,701,6727,6806,1337,0,426,0,0,0,0,55,609,0,44,0,0,0,471,582,5743,0,2370,0,3649,94,2698,0,0,328,0,977,3946,708,0,444,0,3060,4062,212,0,0,0,0,0,0,0,0,4239,0,0,0,0,704,0,0,379,0,1059,135,0,0,1573,0,0
SAMPLE_45,0,0,0,0,0,128,0,0,0,0,5,0,0,0,137,8,2464,474,1647,490,2178,0,0,0,1621,0,0,0,2630,3878,0,0,0,0,2851,0,232,0,243,2321,368,0,103,5,2478,0,952,65,0,577,4119,0,2232,0,0,0,0,0,2136,0,0,856,0,0,637,322,601,0,3368,0,0,0,0,0,168,0,0,51,0,0,0,1039,0,0,3209,0,0,0,1121,0,0,873,933,3334,0,0,0,0,461,60,1350,0,0,0,201,1026,244,1765,0,458,0,0,0,0,0,119,0,1681,195,992,234,0,625,2542,0,5514,300,481,0,446,0,0,1175,0,0,517,0,4443,1558,0,113,0,0,1296,0,1108,0,190,0,0
SAMPLE_46,278,884,3038,700,0,0,0,0,0,0,0,0,0,1610,0,325,0,14,3332,0,1178,1920,280,180,13,0,268,0,0,3171,0,0,0,0,2386,1729,0,0,0,4334,1874,1392,0,0,0,0,372,1516,0,0,1855,1757,0,0,0,4846,3602,38,0,0,0,0,0,0,93,257,0,1062,3840,0,0,1638,0,0,0,1933,0,86,0,0,0,5579,1562,704,0,2564,575,0,3246,888,2718,0,1943,0,0,1278,0,4757,0,256,0,2976,0,276,539,928,0,0,433,1430,0,753,0,0,3485,166,3209,0,0,3727,130,517,2780,0,0,3462,0,2036,0,0,0,515,489,2120,1423,0,0,2399,2618,0,0,0,1702,0,0,0,0,271,0,0
SAMPLE_47,887,248,2430,0,0,491,0,0,0,392,0,0,0,0,0,250,0,1829,1837,0,1481,0,262,0,1969,0,88,0,0,3460,0,0,0,0,690,4497,1950,0,0,250,1823,0,0,0,0,62,1440,0,0,702,694,0,2011,2848,0,0,288,0,0,0,159,0,0,0,165,793,292,2145,3899,0,0,0,88,0,0,3107,0,0,0,0,0,0,0,1202,0,3136,482,1415,0,0,4252,0,3799,4799,1204,2825,0,0,2885,242,1692,0,3323,0,0,0,25,3139,943,162,0,1867,1686,1705,0,0,0,0,2254,0,0,0,2327,426,0,0,0,0,0,1293,1017,1301,415,0,0,0,134,2122,0,465,0,0,0,0,188,0,0,1656,0,0
SAMPLE_48,0,0,987,970,0,936,0,0,247,1366,0,357,0,862,744,322,0,0,3171,0,3654,0,83,0,0,71,0,0,0,0,0,0,0,0,0,3183,1843,1882,0,0,0,0,0,0,0,0,0,236,0,1189,786,0,3085,1077,9,0,0,0,0,0,185,0,0,0,0,0,0,0,3261,0,0,233,145,0,36,0,0,0,0,729,7459,8713,1825,0,2107,403,0,0,3192,0,1544,276,3754,117,1728,0,0,0,0,0,1683,0,1851,0,0,0,0,0,0,0,435,0,2336,235,0,503,3024,2758,0,3183,27,557,0,0,0,3234,957,0,0,0,0,0,1522,0,0,0,3221,0,0,2306,0,0,1348,160,338,510,4052,370,0,18
SAMPLE_49,516,0,0,0,2989,60,0,0,0,332,0,0,0,127,0,0,2047,0,713,0,670,2414,306,414,0,0,0,3097,1036,1672,234,227,0,0,0,0,0,0,0,0,0,1324,0,1021,0,748,189,0,0,0,1863,0,0,0,193,0,0,0,426,0,0,251,0,528,232,1220,0,0,793,5149,0,137,0,0,80,0,1949,0,0,0,0,3687,0,3881,0,3093,1530,0,0,973,0,1542,1565,2979,297,0,168,0,0,0,1533,3912,0,0,18,0,567,0,0,310,0,2083,177,0,0,0,1328,0,0,0,0,538,0,360,1772,0,0,6926,0,2521,1116,2212,1125,3074,0,0,0,609,284,0,260,0,1715,0,0,0,0,962,0,666
SAMPLE_50,0,0,0,0,0,417,2408,0,856,278,0,583,0,0,678,297,0,0,0,43,0,1193,428,1097,0,327,0,0,2342,0,97,41,1612,1326,2125,0,0,0,0,25,0,0,0,2689,1088,183,233,0,608,0,0,1853,0,0,0,102,1702,0,0,0,0,0,0,13,0,0,0,895,459,6513,0,463,0,0,0,75,259,0,0,1806,0,0,0,0,4,2154,231,556,772,0,0,148,1153,301,1535,0,395,0,0,191,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,221,998,0,1647,0,885,1882,1322,61,193,0,535,6182,0,2913,0,2752,1277,1107,0,0,1997,0,0,0,0,0,914,1794,0,1428,0,1313,0,0
SAMPLE_51,0,0,0,0,0,0,1956,114,0,1445,0,2465,0,1057,1512,730,0,0,1198,273,0,1003,0,0,1297,0,0,4409,0,4486,0,84,880,224,0,0,0,0,0,0,625,0,0,0,0,0,469,2436,678,1743,5871,1607,0,2907,0,0,0,91,1686,0,0,564,0,0,0,284,628,0,2982,251,186,0,0,0,0,0,0,266,0,1198,0,0,2539,1444,7449,465,0,3156,4905,1250,0,2118,0,635,0,0,0,1078,0,0,2216,0,0,0,631,1426,0,5766,101,0,0,195,0,1306,0,101,0,0,0,654,0,0,5310,247,1709,0,99,2974,0,0,0,0,0,616,0,478,0,2810,4179,0,335,0,0,0,0,0,0,0,891,0
SAMPLE_52,0,0,0,473,0,0,1516,0,218,0,87,0,0,0,599,1042,3798,2564,0,0,0,544,5,0,0,566,0,0,0,0,0,95,0,0,0,466,610,674,0,0,326,0,44,0,210,55,462,1402,0,0,2880,0,0,0,0,0,0,0,2591,111,0,839,0,0,0,15,0,0,1520,119,0,0,0,0,0,0,0,4439,355,0,0,0,37,0,0,2285,0,6060,1874,0,344,0,1067,2778,0,0,94,2532,0,0,754,0,0,178,0,1284,3303,0,0,0,182,652,0,0,0,24,3607,0,0,500,172,1700,1596,0,1336,0,0,5383,0,0,0,340,0,0,3454,182,1582,3319,0,0,607,0,0,0,0,1000,0,445,0,118
SAMPLE_53,249,0,0,0,0,0,3771,0,334,0,0,0,0,815,0,496,0,905,4056,0,284,0,251,880,1075,0,0,1861,6090,4767,0,0,9,340,3355,453,1828,2578,0,1791,967,656,337,0,0,0,0,0,0,321,0,0,1280,1682,0,0,1457,0,0,0,0,0,0,0,0,0,0,110,0,447,0,0,0,517,0,0,0,0,0,0,0,0,3699,987,0,175,0,0,4723,0,0,2592,442,0,0,0,0,0,949,0,0,0,657,0,313,2670,0,626,0,0,215,221,0,300,681,45,1664,2075,0,0,0,0,786,0,122,2190,0,1933,0,926,0,0,2018,0,1986,1387,0,0,0,0,0,138,0,2061,0,0,0,455,0,202
SAMPLE_54,1578,725,0,0,0,530,0,0,535,262,5,2020,0,1374,1268,313,419,3695,0,0,2233,1319,0,2428,0,177,0,94,0,6474,156,0,688,1691,5823,0,1192,409,0,134,0,0,0,0,4470,0,0,924,1134,0,2134,0,5334,976,0,0,0,285,2607,658,0,0,2667,0,0,0,167,1105,0,1677,9,145,1460,0,0,0,0,2321,0,0,5478,0,0,880,8018,0,0,0,1549,1415,0,0,640,0,0,2657,0,2056,773,472,6689,1468,792,0,0,0,2584,503,0,1739,0,0,0,103,0,0,2433,52,0,0,0,0,0,0,2388,6084,158,9658,0,720,0,1653,2789,0,0,0,0,0,0,0,553,0,0,0,0,0,2482,708,0,0
SAMPLE_55,0,0,1234,0,0,0,0,0,0,0,0,289,0,0,706,0,525,631,3220,0,0,1839,189,0,1070,0,256,0,1463,0,0,219,0,383,0,4171,0,0,0,0,0,710,19,366,0,599,17,0,0,0,0,4961,5268,0,2279,625,0,0,0,0,0,0,1907,113,0,1249,1048,0,1992,0,0,0,0,0,486,0,0,0,0,1029,0,0,2923,2234,0,0,1194,1698,0,0,0,697,1511,0,0,0,148,371,1688,477,0,144,0,0,0,5727,2533,0,0,0,0,0,0,0,0,37,729,1307,0,2811,0,0,4908,0,430,2867,0,2117,0,1956,0,0,0,0,0,2200,0,2658,0,1188,1125,0,2316,0,677,1740,0,0,0,0
SAMPLE_56,131,264,0,480,0,115,892,0,0,427,2,1332,0,232,0,44,0,802,0,0,0,2675,0,596,0,0,0,189,0,3167,0,0,0,0,0,1079,1184,0,44,2273,0,179,0,0,0,0,0,0,0,2706,6936,0,822,0,0,0,0,0,0,248,0,441,0,244,0,62,16,471,109,0,0,0,0,0,0,0,0,3100,0,293,0,2836,575,2698,2154,29,1579,1169,1915,704,0,0,1964,0,0,0,88,0,626,0,0,0,560,437,0,2347,270,274,483,51,0,0,0,0,0,0,0,0,0,0,0,2152,1381,0,142,4081,0,5186,0,2449,11,0,1661,0,3307,0,0,0,0,0,0,77,0,0,59,393,0,167,0,0
SAMPLE_57,101,0,0,0,0,0,175,0,1687,1179,0,2132,50,0,0,447,0,692,735,0,0,4197,1508,2207,0,0,0,0,0,6649,0,0,0,0,1671,0,326,4248,356,2551,147,0,73,197,0,0,251,0,0,2772,503,0,0,277,0,0,2444,525,0,1337,455,0,0,183,0,0,0,380,1763,0,360,0,0,666,0,0,2497,1114,0,0,0,0,924,168,0,2330,617,300,1526,0,0,923,0,2123,0,0,0,2592,0,105,4306,0,0,0,231,1257,0,4298,502,0,0,650,0,1435,2071,0,722,0,0,0,0,0,1440,0,1225,378,0,4063,0,0,0,235,1004,383,0,0,1252,0,0,0,445,0,0,0,0,0,0,22,357,0
SAMPLE_58,293,973,3231,0,1765,0,4451,0,0,780,0,0,0,0,0,598,0,0,0,0,0,0,1236,442,0,0,0,0,1323,13646,0,54,848,0,4097,1079,2360,5257,0,3310,434,0,94,0,0,0,4525,0,0,3509,3769,0,836,0,0,0,0,202,1653,736,0,0,0,0,0,612,0,0,1436,0,219,0,0,0,0,1216,235,2517,509,79,0,988,0,0,0,2149,22,3980,2650,260,0,1189,1273,0,3768,0,0,0,0,168,0,0,0,465,439,0,213,2797,0,319,639,584,2664,0,0,0,1084,273,0,0,1432,0,34,2499,442,0,0,5380,0,2590,0,1238,3442,2386,0,0,0,925,165,0,458,0,0,3347,0,123,0,0,0,0
SAMPLE_59,0,631,0,0,0,138,1462,871,0,1103,0,0,0,0,0,0,0,0,0,0,1569,649,705,0,0,0,0,0,0,154,0,0,0,0,3678,0,0,0,0,2261,0,1375,873,0,2839,39,233,0,0,1254,2738,0,0,0,2463,0,2317,0,0,0,0,756,0,0,0,0,0,603,3457,2405,741,0,0,5184,276,0,0,0,0,0,0,1419,711,0,2587,949,533,0,0,1748,0,179,3128,0,0,0,16,0,0,234,2098,184,439,0,660,3848,0,581,537,1090,0,2182,475,1088,1117,145,0,1030,791,1954,149,0,729,0,1891,2222,180,6694,0,214,37,1710,1915,250,0,534,0,0,0,2151,798,0,0,1360,66,673,825,0,0,0
SAMPLE_60,0,373,0,0,0,0,0,0,0,0,0,0,0,0,1614,0,0,1998,991,11,0,0,0,2091,546,0,0,571,0,3933,0,0,5,1864,3327,4570,4385,0,0,3110,0,503,256,2732,0,0,276,2731,0,0,3434,0,2784,0,0,363,529,144,4435,304,504,214,402,0,0,0,305,0,0,0,0,0,414,0,0,0,0,1992,0,1408,0,11388,1755,0,5658,0,0,3243,0,1761,0,0,0,860,0,0,371,0,864,0,5922,2349,86,143,0,0,1116,0,71,610,0,0,2665,0,0,27,0,0,327,0,10,0,2999,2430,0,1964,172,5335,0,0,0,2057,814,0,0,1416,516,0,0,397,794,0,0,351,15,0,0,522,0,0
SAMPLE_61,0,0,0,141,0,0,0,0,0,0,0,221,0,787,45,130,0,0,0,0,0,2219,0,433,0,0,63,0,4512,3185,291,10,966,0,6628,0,1044,4368,0,610,0,446,0,1747,1092,50,372,0,101,2468,206,1163,0,0,0,0,725,0,0,675,300,0,0,192,0,47,0,1308,0,681,0,0,0,0,0,0,0,0,0,1953,0,0,20,3440,0,0,2654,0,3099,0,981,665,0,1363,0,0,0,0,0,277,5678,1372,0,45,52,597,0,447,0,0,133,0,2925,1333,0,0,2027,0,0,1306,822,915,0,0,0,0,0,4583,0,706,0,1176,1326,1004,0,0,291,845,3233,363,661,0,4448,3660,0,719,0,609,3920,0
SAMPLE_62,608,238,0,0,891,506,5110,52,0,1045,0,0,0,0,0,62,0,0,0,0,0,974,458,0,1690,48,328,0,6705,3680,0,130,1813,0,0,0,3126,4376,0,0,636,0,0,1006,0,0,383,0,1853,779,0,0,0,0,0,0,284,0,0,1490,0,0,0,0,1898,0,420,1889,774,0,0,0,0,0,0,0,0,0,0,0,6152,0,0,0,0,0,569,0,29,0,0,0,0,0,4092,3729,324,53,1307,170,1016,2199,1772,323,593,0,1646,0,449,221,0,0,511,0,0,0,0,3940,2400,593,1,2365,3964,1686,0,0,0,8436,0,0,0,581,2857,0,635,1312,1873,0,0,0,0,217,3884,976,0,126,1995,294,8084,0
SAMPLE_63,709,0,0,0,0,855,1665,0,0,0,43,0,0,0,1116,5,0,1263,0,0,0,0,0,2332,568,136,0,3180,0,5992,0,0,36,0,0,0,1788,420,0,2203,1689,0,85,0,0,687,811,0,1616,789,2571,0,0,0,0,1259,699,12,0,0,476,0,599,0,0,0,2291,0,6,0,0,1095,0,0,0,0,0,2546,194,0,0,870,0,0,0,381,0,5089,998,1622,0,1950,0,0,0,0,0,0,2133,738,1161,0,0,492,647,145,0,0,0,531,0,0,0,0,0,413,1435,0,0,0,0,152,0,3676,0,907,0,0,0,2969,222,0,598,653,617,0,678,426,2534,0,0,0,331,0,525,219,0,0,1017,0
SAMPLE_64,1816,0,0,531,1021,85,315,0,0,0,0,0,0,0,2200,350,0,321,4894,35,0,0,413,457,6960,0,0,0,0,4034,0,0,116,0,6630,0,1487,492,0,3476,412,0,0,0,0,0,0,1067,115,0,689,0,0,0,0,0,1855,0,0,1416,319,0,0,0,0,0,604,696,1210,0,0,0,0,0,0,0,1624,745,0,723,0,0,1633,885,0,0,4316,0,1894,0,0,675,0,6648,133,0,0,0,0,402,4069,0,2768,0,0,3128,1430,0,0,0,321,0,0,0,0,22,3311,3351,458,1276,0,0,2260,0,1122,639,0,167,0,5632,68,0,2765,3250,971,0,1921,2425,0,0,0,0,0,0,0,0,1232,1324,0,121
SAMPLE_65,582,0,1383,0,0,0,0,60,0,0,627,999,0,289,283,153,0,0,728,0,0,0,121,2448,0,0,0,171,2780,0,0,0,518,1245,0,0,0,0,0,1040,1296,0,609,0,0,0,237,1377,2401,1266,4654,0,4423,481,302,190,0,0,0,0,0,0,2237,0,0,0,56,0,2981,3025,0,0,0,0,668,0,0,1094,0,0,0,7693,0,618,0,0,0,0,0,180,1916,1116,1567,2454,0,0,0,0,2623,186,774,0,0,0,0,2263,1578,3233,0,202,0,1903,2110,2537,0,0,2606,2858,3082,2245,0,0,2742,1269,888,1679,27,6468,0,0,0,1492,1956,0,18,0,119,2772,223,0,0,0,261,0,105,1912,1604,0,0,0
SAMPLE_66,0,314,2112,0,0,0,2091,0,0,813,0,0,0,990,245,0,4736,0,0,0,0,804,0,764,96,0,0,681,3430,0,0,485,0,168,0,4020,2730,154,0,0,0,471,497,574,269,301,0,161,2269,3734,2208,0,3849,0,908,0,0,1573,917,0,0,0,1376,288,0,38,0,1624,0,5861,0,0,379,0,1773,0,0,1602,0,0,0,5070,0,1045,0,0,4782,0,0,474,0,162,3358,0,0,0,282,3423,0,334,0,1390,0,0,626,4018,0,0,2228,0,175,0,0,2331,6221,314,2494,4493,1821,2104,0,395,1675,1424,0,3739,0,0,0,211,302,0,694,2628,0,0,0,1379,1140,0,0,0,530,0,266,1278,0,0,0,0
SAMPLE_67,0,60,3480,164,0,0,0,0,0,0,0,750,0,0,0,398,728,2743,1990,0,0,522,901,0,2499,427,0,0,0,1194,149,0,0,99,4268,1626,1882,0,0,0,0,0,0,0,0,0,3251,1395,2468,799,0,0,0,2767,0,4320,494,112,0,0,0,0,0,0,0,0,0,0,915,5094,0,0,0,0,0,0,322,1858,659,0,0,0,0,1781,0,0,1174,4225,0,0,0,0,0,0,939,0,0,0,0,360,0,0,2298,0,494,0,1683,5978,0,0,0,0,3140,0,0,20,95,2085,954,0,0,0,4130,1889,1420,0,231,4811,0,3275,513,2246,1223,0,0,0,3114,1892,0,0,0,0,2858,0,353,0,0,0,3344,30
SAMPLE_68,0,563,0,13,0,0,0,65,0,644,0,576,0,0,0,358,0,0,0,0,2616,2876,399,1351,0,0,96,2240,362,0,82,0,0,0,3615,2275,363,0,0,0,1388,1114,0,0,0,0,958,0,119,5815,5490,0,0,736,0,0,0,0,1035,0,212,400,0,0,0,0,0,0,1832,0,0,0,0,0,2055,45,0,1199,0,0,2138,0,908,0,2318,56,0,55,0,0,0,0,552,575,2344,0,0,0,0,0,1861,0,0,0,577,0,1598,879,0,0,39,0,0,6152,0,0,0,0,0,0,30,926,930,0,467,3482,0,3662,0,717,0,0,0,0,0,1152,50,2540,5471,0,0,0,753,538,0,678,0,0,1511,0
SAMPLE_69,739,0,0,120,0,312,0,840,398,0,0,431,0,0,381,303,2244,0,189,0,124,5505,785,1958,0,392,0,0,8267,0,0,285,0,1238,0,4026,362,0,0,3543,0,0,0,0,0,152,601,0,105,1157,0,0,0,0,0,3065,0,342,907,0,0,0,658,0,0,2908,0,2371,3792,4937,518,0,0,0,1108,0,426,0,690,831,0,1841,1733,0,0,1395,0,112,0,106,0,0,0,1653,0,0,799,570,0,390,5268,0,0,512,807,0,0,0,1391,0,0,4487,1965,7923,1268,0,3454,0,0,0,0,0,0,4301,2324,5701,0,0,0,3265,0,1649,0,0,0,0,3015,0,0,0,0,0,2741,1568,0,0,0,166,1780,0
SAMPLE_70,79,0,1704,0,0,0,240,0,0,0,64,0,0,0,0,197,0,0,1794,0,0,2139,310,0,1721,213,0,0,3362,0,0,0,0,0,0,3591,3892,719,0,2198,0,0,119,0,0,0,262,1597,0,640,3624,0,2053,0,0,0,0,0,175,1005,0,76,1190,265,0,0,907,0,287,0,0,0,0,0,0,0,0,2961,0,0,339,2182,0,1204,3266,597,1859,2540,3232,0,0,0,0,475,0,0,122,0,2735,48,3450,0,324,0,143,0,71,1719,0,0,0,396,0,0,0,0,3015,2721,2729,1266,0,0,2109,3250,162,0,0,0,0,3190,0,609,980,0,786,1333,671,467,0,0,0,0,0,0,63,88,0,0,0,177
SAMPLE_71,608,0,821,0,0,0,2218,0,0,0,0,505,0,140,0,27,0,401,860,123,1180,1300,0,0,0,0,0,3212,1081,0,343,0,0,231,0,941,0,1294,0,0,0,467,0,1025,0,0,0,369,0,452,1133,0,964,401,0,0,215,858,0,0,0,0,59,0,0,0,0,755,0,0,0,0,0,0,0,613,497,0,0,0,0,2674,265,0,2504,887,0,2812,1346,0,0,2059,0,0,0,1015,185,2223,0,0,0,881,1245,228,171,0,1693,0,0,805,0,760,0,0,0,106,0,1841,0,0,587,948,125,3256,0,3986,580,0,0,0,0,529,1165,2388,1672,0,292,0,711,0,0,4,0,512,0,0,3288,393,0,0
