,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100
SAMPLE_55,0,0,40,57,113,55,0,3545,784,847,0,1087,1054,0,996,2163,493,414,0,0,2771,2201,0,3816,0,0,688,114,54,0,245,0,1069,517,0,1698,878,0,1528,4374,3026,5886,0,0,0,268,0,632,527,0,0,230,0,586,5837,0,232,499,0,0,36,29,0,384,0,0,0,0,0,1190,1665,4122,0,0,2516,0,4256,2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,1865,1889,5507,35
SAMPLE_56,0,2021,31,87,248,200,0,0,0,0,0,29,0,0,0,420,849,1730,0,972,402,1573,0,1757,0,0,0,0,6,0,0,0,0,208,1309,1519,0,0,43,0,192,142,566,0,2605,659,0,44,0,2168,0,1451,793,0,0,0,0,0,0,0,0,0,0,0,0,2319,761,760,7411,3,11,0,990,5181,2697,1945,1009,370,83,28,0,0,0,0,0,1168,0,2445,0,0,0,351,0,0,0,254,1226,1081,1374,2237
SAMPLE_57,0,394,61,0,142,0,0,1771,0,592,0,0,0,0,0,0,0,0,1023,3016,5494,1790,0,1464,0,0,0,1166,0,224,1215,867,659,107,0,796,0,0,204,265,965,3647,0,0,330,507,69,450,93,450,852,2325,603,781,0,0,0,1853,29,0,0,499,0,0,19,1522,0,0,0,0,507,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,877,0,323,0,0,29,6,0,308,59,735,1245,0,247,173
SAMPLE_58,0,0,0,0,2955,1261,0,510,0,350,446,190,0,0,0,0,172,102,0,117,82,45,0,0,981,0,240,0,0,0,797,0,2496,842,3334,2189,738,0,55,136,236,167,51,27,10,699,0,1972,18,50,49,2245,44,1611,0,0,80,2370,0,0,0,0,0,530,79,1,0,0,0,398,1487,0,778,5182,6042,1905,4750,6361,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_59,0,46,0,1085,1524,878,0,503,2467,0,0,0,0,0,405,884,0,0,0,0,0,0,0,0,0,1591,0,1391,252,0,0,0,1156,483,897,1265,559,0,207,411,999,3629,0,0,30,0,0,26,0,0,0,0,0,0,531,0,7,0,269,0,0,0,0,744,0,45,842,0,1168,332,285,516,3933,0,1828,0,3035,2153,6717,569,437,0,157,53,4,0,0,0,0,0,62,0,0,1031,248,0,2082,1465,2734,101
SAMPLE_60,0,0,0,220,0,858,0,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,119,126,0,720,0,220,0,535,28,591,0,2676,0,4386,2237,4689,0,0,0,356,0,1089,490,586,545,1584,2517,1895,0,1211,0,478,1113,0,1610,0,0,998,0,1086,51,0,1235,43,0,0,7576,2176,934,1204,1,0,3300,102,0,88,5684,758,143,4043,0,2511,367,0,1023,6,0,365,0,46,0,137,0,0
SAMPLE_61,0,2782,815,1237,3559,2739,0,989,0,0,0,236,51,118,427,935,1313,612,0,1910,7107,2615,0,3661,3325,3098,992,2889,266,0,0,0,138,27,417,188,375,0,71,58,141,34,27,22,0,976,0,2799,0,0,0,0,0,0,2327,537,28,299,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4271,196,12,22,63,0,0,0,0,0,0,0,47,0,5,46,54,15,0,1761,8,0,2737
SAMPLE_62,1854,0,645,187,1826,140,2668,0,0,0,0,0,0,0,0,0,0,0,0,2513,0,13,0,104,260,687,719,0,58,3501,3102,1103,2731,150,0,187,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1293,0,3108,1,1207,206,0,1143,866,0,473,1975,793,0,0,0,2194,1347,2444,883,4010,7213,2485,0,0,5329,0,0,600,2492,0,0,146,0,72,3,7,0,1,0,0,0,500,282,0,75,0
SAMPLE_63,0,464,351,583,1735,1330,0,412,111,61,0,1033,905,0,60,0,0,0,438,347,0,0,0,0,0,4066,1395,0,81,0,0,0,233,10,899,18,0,1283,108,1214,2094,6954,0,0,0,0,0,2765,491,0,0,0,0,0,618,0,0,0,42,0,0,1130,0,0,0,43,0,175,0,0,0,0,0,0,0,1535,1495,2588,0,31,0,0,4308,639,0,0,0,0,0,0,0,0,0,0,2072,176,2235,1072,2334,136
SAMPLE_64,0,1408,357,790,1693,997,0,0,1050,2219,0,0,0,0,2738,112,0,659,360,662,6921,2194,0,4982,0,0,516,0,463,42,0,0,797,122,2586,1001,1443,0,0,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4570,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,206,126,0,0,0,0,0,0,122,5353,1544,0,0,1141,1215,232,0,531,85,0,15,177,1612,1756,2128,3495,573
SAMPLE_65,0,500,191,130,1659,88,461,0,895,3928,0,3603,1774,0,0,0,0,1220,0,646,378,98,0,88,2,0,486,1463,0,0,65,0,282,145,0,623,0,0,0,41,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,2037,2872,6832,0,1156,1532,268,1931,1310,58,18,0,0,407,0,169,0,0,11,5,0,11,0,0,0,0,10,78,135,183,166
SAMPLE_66,0,1748,639,3,0,19,0,3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,45,27,13,5,0,0,0,0,472,837,1798,3384,8843,0,206,0,0,0,0,0,0,0,444,0,1327,0,0,0,0,1451,0,3440,0,1777,897,1704,0,0,639,7123,291,142,0,2398,2566,1047,1531,36,142,0,0,0,150,2289,921,0,893,0,327,0,1674,0,158,0,238,42,0,14,38,0,504
SAMPLE_67,0,47,0,111,0,0,0,2122,0,0,0,0,0,100,375,930,1260,1684,0,933,542,127,0,0,2369,1691,840,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,0,0,0,164,2548,585,0,1218,2259,82,15,37,348,0,1382,0,3046,117,1219,88,693,718,3898,1001,2393,3178,0,0,0,0,0,0,0,0,0,0,0,0,118,3129,0,4345,536,0,5185,0,0,490,1354,446,1630,2141,3732,125
SAMPLE_68,0,724,529,0,581,0,0,0,336,1008,0,649,0,510,609,1241,528,506,0,0,0,0,0,0,2851,897,1036,0,99,3061,2346,939,1620,221,1783,1562,1272,0,1744,3721,5715,0,3974,0,5111,1386,260,0,0,0,0,0,0,0,0,2095,0,1481,783,0,0,1018,0,30,0,0,1210,182,3136,0,0,0,0,1014,387,0,0,0,0,0,0,0,6076,786,115,0,288,141,9,0,0,89,4734,0,0,0,1642,699,1434,201
SAMPLE_69,0,3702,957,469,1699,298,0,0,0,0,0,2477,0,0,1893,500,886,496,0,319,0,219,1477,1005,0,0,1103,0,91,1973,2356,833,1208,189,24,1443,0,0,3021,1550,2579,4719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,303,602,0,0,0,408,1692,3560,0,2743,0,0,1886,0,4050,18,167,0,0,0,0,1445,24,957,7,0,0,0,0,248,93,1509,2635,1728,3293,1151
SAMPLE_70,0,0,0,730,4778,1799,0,0,0,0,0,0,0,0,90,11,0,30,0,51,59,490,0,299,0,2383,350,330,0,143,427,0,1249,436,1185,1682,1198,0,173,158,655,281,1765,0,2779,3608,242,20,0,0,0,877,0,764,284,868,547,903,0,0,0,657,0,799,0,0,3059,1525,8235,0,0,0,6424,5131,5132,2109,0,0,1713,5,42,10,228,51,0,0,44,16,0,2392,0,0,0,0,0,0,0,0,0,0
SAMPLE_71,0,4261,274,1713,3952,1623,2047,0,130,2331,0,3320,2706,0,171,425,169,784,0,741,0,368,0,557,125,4214,474,3009,0,372,328,0,278,64,248,282,0,1956,291,3338,0,115,2256,0,2151,538,458,0,675,156,0,637,0,1591,112,0,2,2,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,1836,228,0,812,0,1649,558,0,2655,404,0,365,108,102,246,481,0,1193
SAMPLE_72,0,384,129,353,1759,197,972,4040,0,0,0,3036,7338,0,608,1457,1697,767,0,442,2300,1038,212,4219,5762,1428,2305,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,531,725,889,0,934,0,288,0,567,0,1265,0,254,0,0,0,388,1465,314,8241,0,0,0,0,0,1982,0,0,663,2931,1152,0,818,0,1670,490,0,6249,0,3,409,133,0,1004,621,1113,648
SAMPLE_73,220,319,132,422,1884,2508,0,0,1666,3451,0,3041,2671,0,728,1529,472,488,0,237,4263,1207,0,2214,2042,0,0,0,0,0,0,0,0,0,281,0,0,395,1636,1199,2197,5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,816,391,5527,171,680,206,0,5708,2213,2868,0,129,134,0,1310,0,1,0,15,0,0,341,166,0,479,0,0,0,24,268,1244,905,1565,85
SAMPLE_74,0,577,539,657,3181,749,2950,2575,0,0,0,201,104,0,155,117,164,126,0,243,0,806,1257,1996,490,0,0,0,153,97,33,0,485,94,1160,375,575,2315,0,1463,926,361,913,0,3945,1065,85,62,0,0,0,0,0,0,0,0,0,0,0,2,42,325,0,298,0,2742,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,519,0,0,303,5790,0,3743,853,0,4342,812,0,0,0,0,121,17,0,150
SAMPLE_75,0,542,411,692,2174,1836,0,0,769,2705,0,0,0,165,4528,3370,1379,797,0,452,205,774,487,4772,2629,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,3259,1218,1655,732,0,0,0,0,0,0,0,0,0,0,0,0,2321,0,0,893,0,123,0,8,0,9,24,0,3951,591,928,312,86,74,56,13,0,0,2733,1144,0,242,0,0,177,0,0,11,0,10,0,392,2198,2657,4638,180
SAMPLE_76,2012,573,51,337,577,245,0,2706,0,53,0,4472,2458,0,252,539,757,428,0,241,0,96,328,816,891,0,0,48,0,704,1329,0,1185,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,531,0,3398,0,912,536,0,48,0,0,0,1627,31,0,958,8699,5568,1651,893,1436,0,1198,0,0,4700,997,0,0,1050,1093,13,0,0,23,0,782,1973,0,3157,848,828,164
SAMPLE_77,0,881,386,1305,4236,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,1556,0,1271,0,2325,398,0,372,539,929,1027,447,13,3,48,0,788,0,0,0,0,0,0,560,126,90,18,6,0,0,0,0,0,0,0,0,0,0,0,234,246,0,14,17,0,28,0,82,1066,29,0,0,2308,3464,343,4158,2693,0,105,0,188,2820,1087,0,0,1529,643,0,1397,0,1019,0,1011,293,160,647,1090,1675,321
SAMPLE_78,0,445,380,808,5157,744,604,2642,0,0,0,3477,3854,0,3366,337,536,314,1354,1838,1139,1309,0,3098,5266,840,252,1981,0,0,0,0,1094,576,531,817,193,0,39,126,102,118,0,0,0,3339,0,1952,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,1274,0,121,0,1415,6309,1307,0,2037,0,2683,981,0,6523,0,0,52,709,612,3395,1533,4780,117
SAMPLE_79,0,0,0,0,0,0,0,459,0,52,0,1878,616,0,236,398,319,2554,0,3485,0,136,30,225,207,979,288,0,256,2480,2741,2273,1169,15,0,57,0,55,0,366,319,969,0,0,494,152,0,67,0,777,0,2303,452,694,68,29,2,126,1107,0,165,0,0,68,0,1894,0,0,0,0,0,0,452,0,2429,0,1219,1088,0,658,322,0,0,0,9,7523,15,5147,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_80,0,463,145,103,1582,105,46,765,0,0,0,0,0,263,1573,1511,139,216,545,511,0,844,784,3690,0,0,47,76,209,132,155,0,991,369,738,954,544,0,309,285,0,0,0,0,0,0,0,0,0,159,0,657,0,1551,1659,84,2999,1603,41,0,207,0,0,5,0,0,0,0,0,1364,0,644,0,1169,1864,689,0,0,2459,0,0,10,0,757,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022
SAMPLE_81,0,90,0,0,0,0,0,0,0,0,0,3130,1442,0,682,1423,403,0,0,126,0,154,0,1263,2659,0,21,0,61,0,40,0,304,0,1389,555,1048,0,0,299,1167,4516,0,0,922,943,150,1896,695,646,0,1569,0,3627,1885,0,0,295,22,0,44,145,0,847,947,403,0,0,0,479,0,0,5917,7089,6174,2636,130,0,173,0,0,3289,4778,1508,0,2638,0,857,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_82,0,149,78,112,1461,119,0,3619,0,72,0,0,0,349,1034,2247,637,1603,0,917,323,245,0,976,1767,0,0,32,0,0,1645,0,1992,577,1329,2317,986,0,1321,3775,3078,1176,678,0,1374,1391,0,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,786,0,1384,0,0,0,0,0,0,0,0,0,532,715,679,851,0,0,3431,421,9,0,715,293,0,0,0,12,1590,0,439,0,233,38,220,90
SAMPLE_83,0,0,0,0,0,15,0,0,0,1291,465,0,0,0,2187,249,454,377,0,256,728,768,43,2318,2786,0,0,34,0,347,0,0,2002,317,1647,838,0,0,244,0,1812,0,486,0,540,251,138,399,221,0,1205,1595,402,0,0,0,1606,0,320,0,204,974,0,197,0,1740,0,0,0,313,1189,0,975,0,210,0,413,0,303,556,752,0,152,0,0,865,0,1702,559,369,2367,0,0,0,0,0,0,0,0,0
SAMPLE_84,0,2975,81,83,1124,50,1433,0,0,0,0,1340,1452,436,532,1215,0,0,0,0,0,0,0,0,0,0,88,0,9,310,646,0,2270,0,2302,627,0,477,1246,3900,3548,5715,0,0,25,1709,0,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,1840,0,0,0,0,8423,9896,2675,4390,3120,124,343,1417,1092,725,275,0,0,2637,0,86,0,0,0,0,469,1392,109,977,454,742,856
SAMPLE_85,0,1067,674,1362,7017,3005,289,0,0,0,189,166,0,0,0,0,25,0,0,0,0,0,0,0,252,2057,416,210,88,23,221,0,1138,500,0,1578,0,0,536,1746,1128,1788,0,0,51,10,2,0,0,1194,0,0,3238,711,0,56,0,0,186,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,2142,297,1715,0,2,4450,832,0,3457,0,1178,0,0,0,46,0,0,0,347,1903,2114,5400,831
SAMPLE_86,0,736,219,1412,2264,736,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,0,445,66,1956,4983,1778,4294,455,6659,1829,2243,0,189,279,958,3544,0,9,72,844,0,281,0,2534,0,0,2011,3538,0,0,0,0,164,0,1127,1238,0,0,0,2413,0,0,0,17,98,0,0,1253,2070,752,0,0,0,333,179,1747,0,0,0,6326,0,3351,188,0,1899,0,0,9,50,0,0,0,0,220
SAMPLE_87,0,1544,932,1037,2873,1344,0,2645,0,0,0,603,67,666,1191,2714,300,324,0,448,738,476,0,524,224,1162,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,0,0,397,0,692,2509,1302,0,1130,601,0,829,1266,1873,6,0,0,768,338,4917,260,1080,0,0,3928,2106,0,116,233,0,149,0,0,479,204,0,0,0,925,427,0,5542,4,0,642,2145,154,1674,1799,2592,447
SAMPLE_88,1612,0,0,1198,0,0,0,349,0,0,736,0,0,677,975,1471,117,89,0,0,0,0,0,0,0,2609,0,344,0,0,0,0,0,0,0,0,0,0,0,0,3506,5974,0,0,0,41,0,0,0,0,2872,146,28,50,1053,0,3073,1814,17,0,0,1078,0,0,1409,0,1494,1881,8391,356,739,863,0,4171,1685,2541,22,8,0,11,0,33,1929,385,0,2277,0,3299,0,0,0,0,0,217,675,242,1583,1360,4447,0
SAMPLE_89,0,651,275,873,4168,488,956,157,0,1,0,2633,2767,0,2792,544,142,2231,0,1152,0,67,1048,727,0,3898,208,596,23,1687,4317,2612,2804,236,0,1272,0,0,527,1212,2026,5787,0,0,0,0,0,0,0,0,0,1399,3109,1788,0,2410,0,1330,1185,0,1424,369,0,178,71,2133,0,0,0,0,0,0,1506,6401,2471,3052,0,0,4169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,217,1258,435
SAMPLE_90,0,0,10,487,0,277,0,0,126,0,0,2388,1885,888,1565,3309,612,1778,1082,7170,3248,1437,0,1239,685,6528,776,1349,0,0,0,0,411,247,0,1945,0,2258,0,4364,1786,0,2118,405,533,410,0,0,0,437,549,780,0,1749,0,117,0,43,545,0,0,0,0,709,0,556,1494,755,5335,0,0,0,4111,0,0,0,0,0,0,0,17,0,114,0,0,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_91,0,2466,0,391,0,170,0,1110,0,0,0,0,0,77,2647,1817,0,779,0,381,0,52,26,345,555,480,98,0,53,52,0,0,409,75,1221,576,672,0,2703,2058,5026,3923,0,0,0,0,0,0,0,0,0,2428,0,3154,0,657,9,283,986,0,1578,0,3830,73,0,0,0,0,0,0,0,0,172,0,0,0,0,0,7185,0,0,394,4301,670,0,0,0,0,0,0,0,0,0,1242,649,598,2011,2093,3392,832
SAMPLE_92,0,2404,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,71,0,1308,188,140,18,0,14,0,139,52,8,467,0,0,107,202,721,1018,1160,1263,0,0,112,0,0,1490,0,5363,508,3080,0,312,0,2425,1168,0,0,0,0,148,0,113,1259,535,5095,0,0,0,1004,2067,2511,377,2645,3160,0,593,57,0,3673,1414,0,433,0,886,35,0,585,0,0,3332,0,798,2094,994,2042,0
SAMPLE_93,0,0,0,336,500,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4247,2636,0,244,0,0,0,557,273,143,616,0,0,201,275,737,318,886,1668,3378,5022,0,30,0,0,0,0,0,2761,20,0,21,10,0,0,0,0,0,669,0,352,0,0,0,0,0,0,5490,1482,1312,558,138,1265,43,1109,0,0,2250,68,0,65,128,157,21,0,157,10,0,3071,1540,376,440,424,0,0
SAMPLE_94,0,0,573,0,734,66,187,0,3480,0,0,53,46,16,450,0,1135,0,0,0,0,32,0,328,746,277,0,0,0,5800,8391,4877,4549,91,5833,200,0,0,0,54,0,0,399,0,1880,0,1072,87,0,0,1063,35,64,66,0,0,0,2641,366,0,2196,0,2861,620,0,2949,0,0,0,2457,4411,6275,1360,0,56,0,0,0,1213,0,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2617,5194,2805,4752,0
SAMPLE_95,0,0,0,0,259,559,0,2433,0,0,0,0,0,0,0,0,0,0,0,0,97,231,61,1324,2353,0,0,31,0,722,0,0,1666,161,6171,911,1745,0,0,29,0,147,0,0,721,214,390,19,0,0,0,364,0,569,0,946,145,450,206,0,1187,0,3151,9,0,14,0,0,0,295,987,2235,0,730,1141,514,0,0,59,0,0,0,3446,453,0,23,58,108,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_96,0,23,28,25,277,0,0,1021,636,1075,1101,856,0,0,611,125,153,91,0,62,0,368,961,3362,702,0,90,0,93,0,509,0,1092,453,0,660,0,3629,0,2072,1098,2140,0,0,30,1586,0,0,0,125,1626,433,193,0,0,0,633,844,0,0,1024,0,2661,10,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2212,0,0,0,0,0,0,0,0,199,626,40,1137,0,3
SAMPLE_97,0,0,0,0,0,0,0,596,0,0,0,61,0,146,794,1733,409,185,242,2213,2799,879,0,725,271,716,82,1484,0,0,760,0,1269,7,1362,0,1086,0,0,244,172,87,136,456,68,851,0,1942,0,0,0,0,0,19,842,0,2,35,47,0,0,1375,0,0,0,847,0,0,181,152,612,0,0,690,1027,247,0,0,161,0,621,1835,0,0,0,6091,0,2261,132,0,1651,0,0,0,0,0,0,0,0,0
SAMPLE_98,0,0,101,104,280,91,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397,0,1567,1170,501,427,0,2110,514,1026,67,0,749,0,2070,923,1492,0,13,32,23,8,0,59,0,0,9,238,0,0,0,0,1254,850,2185,0,150,277,106,0,60,0,11,0,1748,1701,230,0,869,0,1811,397,0,4671,0,1643,2902,795,529,1136,1425,2702,0
SAMPLE_99,0,2419,0,313,415,140,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,1544,3727,1250,3494,303,2220,560,341,0,0,46,212,69,728,994,1490,1310,334,1513,897,0,0,0,0,2875,0,0,0,0,1667,0,0,1281,0,244,778,0,0,1010,5444,0,47,0,1567,1068,1400,0,1389,3189,0,45,887,0,2569,940,283,0,2237,1040,30,0,297,227,0,3431,814,0,1992,644,1412,685
SAMPLE_100,0,576,301,2059,3957,2712,0,0,2961,7245,0,1631,1048,0,3,4,0,9,0,10,0,81,676,811,0,8382,893,353,0,0,654,0,1383,95,3989,811,896,0,0,733,3708,4581,769,615,0,612,0,90,1,74,730,200,0,324,0,598,0,1685,1124,0,0,6,0,618,2422,0,94,0,851,0,0,0,0,5837,2217,1898,0,244,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,272
SAMPLE_101,0,1561,84,197,758,940,0,90,2592,0,0,0,0,881,5092,4072,300,508,0,408,1360,1154,0,1087,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,32,0,0,2771,21,67,14,25,31,63,389,371,0,0,0,0,1172,0,0,0,0,0,0,0,0,5001,0,0,0,0,44,498,64,923,3829,182,0,109,0,223,81,0,3264,0,613,0,212,140,0,38,0,0,2508
SAMPLE_102,0,982,794,1186,2543,1146,0,1386,0,0,97,0,1640,0,500,1203,643,1185,0,604,6423,1729,0,2614,3363,820,373,556,45,0,209,0,972,145,2585,1009,448,0,0,27,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3572,1611,1458,4733,43,0,0,0,0,42,0,0,430,0,0,1826,876,2347,0,0,1496,0,1571,0,0,0,0,0,0,0,9,1092,0,1924,783,0,6909,94,0,221,46,727,931,1492,2488,269
SAMPLE_103,0,0,0,5,0,3,0,0,1901,4629,0,0,1248,0,633,0,0,0,0,0,0,0,0,172,229,0,0,0,0,1237,650,0,1048,145,2180,852,1193,0,0,0,0,25,614,2028,146,808,0,29,0,1547,0,1864,0,2522,2874,73,0,50,235,0,1055,0,0,227,0,569,435,402,1953,170,729,929,0,3874,2154,932,0,0,5221,162,0,3,1557,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_104,659,138,68,67,158,0,11,0,3942,3092,0,1702,0,0,8,13,30,209,0,0,0,0,0,66,0,638,410,0,77,2481,2157,0,2780,117,2076,795,1596,0,725,2504,1133,0,810,1453,450,941,0,945,426,0,2304,0,0,0,0,0,28,8,29,0,144,0,294,0,240,3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,4889,0,3357,0,0,0,0,0,46,12,164,894,905,1716,46
SAMPLE_105,0,1029,344,478,4796,263,1739,1980,0,150,0,3125,2679,0,1109,46,0,18,253,763,0,0,0,0,0,1283,183,0,19,0,0,0,0,88,0,710,0,0,0,133,394,546,695,2207,206,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385,5948,3113,1370,900,552,52,0,0,1751,234,0,0,898,0,1836,432,0,919,331,0,306,56,247,14,201,0,1617
SAMPLE_106,0,962,842,610,5104,1373,280,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,1122,0,369,1646,3746,3381,1628,0,695,167,78,0,430,180,0,2754,0,0,0,822,0,2380,166,0,0,0,2799,646,0,119,0,40,25,0,0,0,0,0,0,0,0,0,0,214,314,0,0,6558,3952,2647,1744,3288,0,2872,227,0,370,68,0,90,0,175,0,0,0,9,0,20,39,276,1592,0,0,327
SAMPLE_107,0,0,0,6,8,0,0,1128,0,0,0,0,0,59,382,690,1125,519,0,271,2015,443,0,0,3072,9,0,0,0,1804,4373,2367,1910,6,0,28,0,1451,0,719,269,143,0,0,0,517,0,1466,0,0,247,2314,384,951,0,0,0,158,0,0,0,131,0,639,20,1072,0,0,0,184,27,0,4195,2363,3984,1439,0,0,152,0,395,0,2231,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_108,0,952,0,778,0,738,0,1987,0,52,0,3180,1438,0,455,1098,0,49,0,60,0,105,1421,1065,0,1357,1038,0,104,687,1735,0,1418,430,0,558,0,0,0,0,0,0,0,0,0,0,846,820,311,0,33,59,127,0,0,0,0,0,0,0,0,0,0,0,233,1219,0,0,0,26,0,1424,0,2054,0,269,4593,3641,6127,0,0,4590,5479,1480,0,0,1124,1136,0,0,0,0,0,710,2038,1103,1579,1435,1974,2409
SAMPLE_109,0,222,18,58,192,287,0,973,0,0,0,354,903,0,285,625,97,54,820,2663,1053,338,0,0,354,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367,0,3066,0,0,0,843,610,0,0,62,0,0,1548,0,0,16,0,760,0,281,1767,1751,12857,30,67,0,5040,985,1167,0,1159,535,477,38,0,0,1667,682,0,754,0,1530,0,0,0,666,0,2016,454,225,1063,1626,2862,46
SAMPLE_110,0,0,0,0,70,48,0,0,2292,2458,0,585,1817,162,0,685,0,995,0,559,4204,1177,0,2611,0,0,0,0,0,0,146,0,487,92,1186,674,863,0,1601,734,977,313,126,0,36,874,0,2463,0,0,2491,13,0,54,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,814,1535,2169,2131,6696,2651,2168,0,0,34,0,0,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_111,0,746,76,273,760,826,0,0,828,808,60,37,0,0,83,195,52,280,0,149,2137,688,0,2686,39,541,161,0,19,721,1646,146,1567,249,1708,1861,932,0,807,0,1539,5103,0,0,0,13,118,51,0,0,0,9,0,30,0,58,0,15,157,0,910,0,1323,242,0,248,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,469,1432,0,503,58,0,1894
SAMPLE_112,0,565,476,937,5193,1726,568,0,3988,3033,571,0,0,0,3264,0,0,66,0,0,13,22,0,6,0,4755,1142,406,765,0,0,0,79,53,0,0,0,0,0,0,0,0,0,0,96,673,0,1970,0,0,0,292,0,109,276,0,0,0,38,0,29,877,0,292,0,26,828,318,5477,0,0,0,2358,1232,1936,341,1757,3574,686,2,420,471,0,819,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
